#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
38,Joe Mixon,RB,CIN,25.9,9.7,-,-,20.5,18.4,8.1,28.8,BYE,10.5,14.2,22.5,11.5,24.8,27,9.8,11.7,17.4,243.4
39,Brandin Cooks,WR,DAL,14.3,22.9,16,25.6,0,7.3,17.1,11.3,23.4,26.9,18.7,-,10.2,5.2,11.9,9.2,23.2,15.2,243.2
40,Baker Mayfield,QB,TB,-,-,9.8,12.8,18,12.3,20.9,14.1,17.9,22.6,-,25.9,13.9,13.7,12.1,25,21,17.2,240.1
41,T.Y. Hilton,WR,FA,15.6,21.3,10,15.5,-,-,18.5,4.4,-,10.7,36.5,19.5,15.7,28.9,13.5,20.8,8.1,17.1,239
42,Tarik Cohen,RB,CAR,7.1,3.5,9.8,30.4,-,23.1,22.3,18,2.3,16.4,6,18.9,34.6,12.9,14.5,2.9,11.2,14.6,233.9
43,Odell Beckham Jr.,WR,BAL,22,9.1,19.9,14,31.4,10.4,28.2,21.6,-,23.3,18.5,13.5,18.5,-,-,-,-,19.2,230.3
44,Kareem Hunt,RB,CLE,4.9,15,16.4,26.5,16.4,29.5,37.1,19.6,33.1,11.6,20.1,-,-,-,-,-,-,20.9,230.2
45,Phillip Lindsay,RB,FA,18.2,12.1,2,15.9,11.1,12.6,16.6,20.2,10.4,-,26.6,17,28.9,15.1,8.4,7.7,-,14.9,222.8
46,Tyler Lockett,WR,SEA,14.9,17,18.2,10.3,19.4,11,BYE,12.7,5.2,19.5,12.2,21.5,13.2,10.9,7.6,13.9,14.9,13.9,222.4
47,Eric Ebron,TE,FA,15.1,11.6,8.3,15,31.5,17,6.1,12.7,-,28.1,0,21.5,15.2,16.5,1.8,5.8,16,13.9,222.2
48,Tyler Boyd,WR,CIN,5.6,21.1,25.7,21,8.4,25.2,5.7,28.6,BYE,9.5,11.1,21.5,15.7,8.2,13.8,-,-,15.8,221.1
49,Jarvis Landry,WR,FA,17.6,11.9,20.3,13.4,11.9,3.1,25.7,11.9,11,4.2,-,6,16.3,24.1,6.7,11.8,21.2,13.6,217.1
50,Derek Carr,QB,NO,6.2,15.5,13.6,31.6,13.2,4.8,-,27.8,7.3,7.9,15.7,9.8,24.2,18.8,12.6,6.4,1.4,13.5,216.8
51,Amari Cooper,WR,CLE,2.8,21.6,3.7,26.8,2,0,-,-,16.8,13.5,6.6,38,13.6,49.7,8.3,6,6.1,14.4,215.5
52,Case Keenum,QB,HOU,19.2,14.5,5.7,7.8,21.1,19.5,8.8,15.4,15.6,BYE,8.2,15.6,10.9,13.8,12.4,14,12.5,13.4,214.9
53,Matthew Stafford,QB,LAR,8,24.7,17.5,20.8,15.2,-,17.6,17,6.6,15.9,13.4,5.4,10,4.7,12.3,4.6,18.4,13.3,212.2
54,Josh Allen,QB,BUF,5.6,13,27.7,1.9,9.2,5.4,-,-,-,-,BYE,26.3,28.7,18.3,19.8,11.7,40.5,17.3,208.1
55,Julian Edelman,WR,FA,-,-,-,-,12.7,16.1,14.6,20.7,17.4,19.6,-,18.4,9,23.6,16,19,20.3,17.3,207.4
56,Kenny Golladay,WR,FA,18.4,20.9,17.3,11.4,19.8,-,5.7,2.2,8.4,19.8,25.3,14,8,2.5,21.6,11.8,-,13.8,207.1
57,Calvin Ridley,WR,JAC,0,16.7,40.5,21.5,7.8,7.7,9.3,-,19.7,7,6.7,21.3,5.2,2,9.2,18,14.2,12.9,206.8
58,Kenyan Drake,RB,FA,9.6,17,3,2.6,24.5,9.8,18.7,23.5,7.5,5.8,-,26.6,12.4,14.9,6.4,9.4,14.5,12.9,206.2
59,Chris Carson,RB,FA,8.9,2.4,20.4,-,13.7,5.9,-,20.4,4,-,12.3,14.3,13.8,15,26.8,23.6,19.9,14.4,201.4
60,Derrick Henry,RB,TEN,4.1,5.9,5.7,5.1,5.6,3.6,14.5,BYE,11.2,17.8,4.6,4.9,12.5,47.8,30.2,15.5,11.6,12.5,200.7
61,Emmanuel Sanders,WR,FA,29.5,13.6,18.3,11.3,16.2,24.5,27.3,9.1,10.7,-,10.2,21.6,5.9,-,-,-,-,16.5,198.2
62,Jameis Winston,QB,NO,-,-,-,6.5,-,30.7,20.1,8.8,-,-,15.6,22.9,22.8,19.2,4.3,14.8,30.1,17.8,195.8
63,Nick Chubb,RB,CLE,2.1,1.4,0.6,22.5,0.2,2.5,14,9.5,16,35.9,BYE,27.8,16.2,18.3,10,13.5,4,12.2,194.5
64,Carson Wentz,QB,LAR,-,-,11.2,20.7,21,24.5,18.7,23.6,-,21.1,0.8,13.2,19.8,18.8,-,-,-,17.6,193.7
65,Jared Cook,TE,FA,27,8.9,8.1,31,6,3,-,17.4,4,9.2,12.1,11.2,23,18.6,4.3,4,5.8,12.1,193.6
66,Tevin Coleman,RB,FA,11.5,16.5,12.7,10.7,5,11.1,16.2,-,32.6,9.3,11.5,11.3,2.1,5.1,20.5,5.1,12.4,12.1,193.6
67,Chicago Bears,DST,CHI,14,17,13,14,BYE,5,6,5,28,12,15,13,5,20,8,7,8,11.9,190
68,Adrian Peterson,RB,FA,22.6,8,24,-,6.2,9.7,11.7,26.6,6.3,8.9,17.1,6.4,15.8,2.9,9.1,13.7,0,11.8,189
69,Adam Humphries,WR,FA,5.7,1.8,6.4,9.6,-,11.2,7.7,14.6,28.9,7.3,15,17.4,19.1,8.2,6.3,17.9,11.6,11.8,188.7
70,Alshon Jeffery,WR,FA,-,-,-,24.5,5.9,27.4,21.8,7.5,-,8.8,7.3,6.9,6.1,17,24,11.2,16.9,14.3,185.3
71,Chris Godwin,WR,TB,13.1,16.6,16.4,4.2,BYE,17.6,10.9,7.2,6,17.3,8,8.2,21.1,2.3,0,6.9,29.4,11.6,185.2
72,Corey Davis,WR,FA,12.2,10.5,5.4,31.1,8.9,3.4,4,-,12,25.5,4.9,23.5,14.4,4.1,6.3,7.6,9.8,11.5,183.6
73,Golden Tate,WR,FA,20.9,18.8,12.9,33.2,9.2,-,10.6,12.3,-,3.9,9,7,23.5,1.7,9.3,3.3,7.3,12.2,182.9
74,Sterling Shepard,WR,NYG,9.8,5.4,20,25.7,11.5,6.7,21.7,7.4,BYE,11.6,4.2,7.7,6.8,9.7,5.7,17,11.6,11.4,182.5
75,Mohamed Sanu Sr.,WR,FA,5.8,3.5,15.6,17.1,17.3,12.6,4.1,-,8.5,8.7,9.9,11.7,6.7,11.4,7.1,22,20.4,11.4,182.4
76,Mike Williams,WR,LAC,13.1,10.7,24.1,2.5,7.8,2.4,12.8,BYE,10,0,7.6,18.5,8.2,7.5,36.5,2.1,16.4,11.3,180.2
77,Jordan Howard,RB,FA,15.7,9.8,16.1,2.5,-,4.9,11.8,14.1,16.7,4.2,7.5,2.5,9,11.3,14.5,15,24.4,11.3,180
78,Marlon Mack,RB,ARI,-,4.6,-,-,-,10.3,31.9,28.9,BYE,7.8,13.9,11.6,4.3,9.3,25.9,10.8,18.8,14.8,178.1
79,Marcus Mariota,QB,PHI,1.6,-,9.1,30.4,4.2,7.2,15.3,-,22.8,22.3,3.1,22.9,21.6,5.8,4.6,5.1,-,12.6,175.9
80,Andy Dalton,QB,CAR,16.5,26.6,14.1,24.8,12.9,17.2,7.9,20.2,-,6.9,19.3,8.1,-,-,-,-,-,15.9,174.5
81,Dede Westbrook,WR,FA,10.1,17.6,6.1,21.1,8.5,12.8,5.7,12,-,9.3,3.9,17.7,5.4,21.8,7.1,12.4,2,10.8,173.5
82,Blake Bortles,QB,FA,13.2,32.5,8.9,24.3,20.6,10.2,1.4,19.7,-,21.6,3.9,9,-,-,-,4.1,3.8,13.3,173.2
83,T.J. Yeldon,RB,FA,15.9,9.1,15,23,26.2,10,17.8,16,-,11.3,5.2,5.3,13.5,2.7,2.1,-,-,12.4,173.1
84,Lamar Miller,RB,FA,11.9,9,14.1,4.9,-,9.1,16.9,19.3,6.8,-,13.8,23.7,12.5,16.2,0.8,-,13.6,12.3,172.6
85,Aaron Jones,RB,GB,-,-,5.7,15.2,7.9,4.1,BYE,16.6,8.5,32.2,27.3,18.3,15.2,19.6,0.8,-,-,14.3,171.4
86,Ka'imi Fairbairn,K,HOU,9,5,12,14,13,8,10,6,8,BYE,13,12,21,3,22,6,8,10.6,170
87,Austin Ekeler,RB,LAC,23.6,12.8,8.1,13.6,12.9,6,11.8,BYE,4.4,1.9,8.9,26.3,9.3,17.4,-,-,11.8,12.1,168.8
88,Sam Darnold,QB,SF,13.8,13.5,2.8,11.5,18.4,18,12,12.3,1.2,-,BYE,-,-,9.8,21.6,26,7.5,13,168.4
89,Ryan Fitzpatrick,QB,FA,42.3,30,25.1,3,-,-,-,19.6,24,13.7,8.1,-,-,-,-,-,-,20.7,165.8
90,Nelson Agholor,WR,BAL,13.5,23,6.4,7.2,8.5,12.1,8,9.3,-,13.3,0,2.2,9.6,6.9,1.8,22.6,21,10.3,165.4
91,Zay Jones,WR,JAC,5.6,8.3,2.7,7.8,5,12.5,5.7,11.5,5.8,23.3,-,0,24.7,5.2,2.1,17.7,27.3,10.3,165.2
92,Austin Hooper,TE,LV,5.4,16.9,7.3,2.9,16.7,22.1,7.8,-,7.1,21.6,6.7,8.1,15.4,7.7,0,5.6,11.7,10.2,163
93,Matt Breida,RB,NYG,6.1,24.9,14.7,10.1,13.1,12.1,-0.5,4.2,5.7,28.2,-,17,8.7,-,14.6,3.6,-,11.6,162.5
94,Nyheim Hines,RB,BUF,12.2,7.5,9.3,28.3,16,5.5,5.2,10.5,-,5.2,4.4,7,14.5,4.7,10.4,14.3,5.9,10.1,160.9
95,Dion Lewis,RB,FA,22,5.3,7,15.6,5.8,3.4,21.5,-,22.2,8.8,4.2,11.1,5.4,10.2,7.4,5.5,5.3,10,160.7
96,Justin Tucker,K,BAL,12,7,13,16,10,3,5,3,10,BYE,12,11,17,6,8,12,15,10,160
97,Lamar Jackson,QB,BAL,4.9,0.6,0,1.7,1,2.2,7.1,8.4,1.5,BYE,15.9,20.2,16.5,18.6,16.7,16.1,26.2,9.8,157.5
98,DJ Moore,WR,CHI,0.3,12.8,1.3,-,10.7,7.7,5.9,17.9,5.8,6.5,28.7,17.8,10.5,11.7,3.4,3.9,12.1,9.8,157
99,Jalen Richard,RB,FA,16.9,0.3,11.9,6.6,11.7,12.1,-,14.4,8.9,10.9,12.3,3.6,13.6,3.9,10.6,15.1,3.8,9.8,156.6
100,Robbie Chosen,WR,MIA,10.2,3.7,2.2,3.8,27.3,6.9,7.4,-,7.3,-,BYE,4.2,8.8,17.6,22.6,29,5.4,11.2,156.4
101,Allen Robinson II,WR,PIT,10.1,18.3,8,10.3,-,17.4,1.4,-,-,31.3,6.9,5.7,12.9,9.2,8.4,13.4,-,11.8,153.3
102,Dalvin Cook,RB,BAL,13.5,12,-,2,-,-,-,-,14.9,BYE,2,16.6,18.6,19.3,29.3,13.8,10,13.8,152
103,Taylor Gabriel,WR,FA,7.5,8.7,9.4,30.4,-,16.9,5.6,9.2,7.5,0,13.9,11.9,2.7,5.2,6.3,6.6,10.1,9.5,151.9
104,Kyle Rudolph,TE,FA,8.1,14.2,15.8,10.7,9.1,7.7,2.6,7.9,4.8,-,3.3,13.3,6.8,2.7,5.3,33.2,5.9,9.5,151.4
105,DeSean Jackson,WR,FA,31.6,22.9,6.7,16.2,-,12.4,11.3,16.2,5.2,11.7,7.8,5.5,-,-,-,3.8,-,12.6,151.3
106,Wil Lutz,K,DEN,6,8,15,16,8,-,6,16,11,17,12,7,4,8,7,8,2,9.4,151
106,Jason Myers,K,SEA,12,9,5,6,11,27,7,5,9,6,-,9,19,10,4,8,4,9.4,151
108,Peyton Barber,RB,FA,6.9,3.9,3.3,4,-,20.6,3,14.5,6,7.6,19,14.3,8.5,5.4,16.9,8.6,7.8,9.4,150.3
109,Cole Beasley,WR,FA,14.3,3.3,7.6,9.3,1.8,31.1,12.6,-,4.6,7.7,10.1,1.5,2.9,3.8,8.2,10,21.4,9.4,150.2
110,A.J. Green,WR,FA,19.2,29.9,10.8,17.8,17.2,15.5,18.7,18.6,-,-,-,-,1.7,-,-,-,-,16.6,149.4
111,Los Angeles Rams,DST,LAR,17,13,13,5,1,5,22,7,-2,5,21,BYE,9,8,1,8,16,9.3,149
112,Trey Burton,TE,FA,2.5,12.2,9.5,16.6,-,12.3,27.6,4.8,10.8,10,1.9,4.8,0,4.2,13.6,8,8.3,9.2,147.1
113,Houston Texans,DST,HOU,8,2,4,13,7,19,14,4,5,BYE,15,9,18,4,5,6,14,9.2,147
113,Harrison Butker,K,KC,9,6,8,9,13,18,9,6,7,10,9,BYE,12,9,4,13,5,9.2,147
115,Mason Crosby,K,NYG,7,19,6,14,4,17,-,12,5,7,6,5,5,13,12,13,0,9.1,145
116,David Njoku,TE,CLE,4.3,6,5.6,10.2,12.9,18.5,15.2,0,9.3,2.8,BYE,17.3,3.8,6.5,6,16.3,9.2,9,143.9
117,John Brown,WR,FA,13.5,19.2,13.6,20.9,9.8,4.8,26.4,5.8,4.5,-,3.3,3.5,0,10.3,1.9,4.7,1.7,9,143.9
118,Ryan Tannehill,QB,TEN,13.6,17.1,26.2,0,7.1,-,-,BYE,-,-,-,17.6,15,23.9,4.4,10,8.1,13,143
119,Mark Ingram II,RB,FA,-,-,-,-,21.3,-,6.2,12.2,2.6,25.2,22.3,8.6,4.8,12.3,9.4,11.3,6.3,11.9,142.5
120,Aldrick Rosas,K,FA,10,7,10,4,14,7,6,7,-,9,10,12,15,10,0,10,10,8.8,141
121,Kerryon Johnson,RB,FA,6.7,11.6,13,12.6,10.5,-,19.9,15.1,7.4,24.9,17.7,-,-,-,-,-,-,13.9,139.4
122,Sony Michel,RB,FA,-,5.1,5.9,17.2,18,22.6,2.5,-,-,3.1,-,22.5,8,5.7,5.9,17.6,5,10.7,139.1
123,Robbie Gould,K,FA,11,14,7,9,0,15,6,7,10,13,-,3,5,9,15,9,6,8.7,139
124,Josh Gordon,WR,FA,8.7,-,-,5.2,13,9.2,14,8.2,24,12.1,-,12,14.8,14.6,2.9,-,-,11.6,138.7
125,Brett Maher,K,LAR,0,8,9,15,12,21,6,-,2,9,13,7,8,13,0,11,4,8.6,138
125,Alex Smith,QB,FA,19.6,13.1,16.8,-,13.7,15.8,12.7,12.4,16.4,12.7,4.7,-,-,-,-,-,-,13.8,138
125,Stephen Gostkowski,K,FA,9,9,4,8,9,22,8,14,7,6,-,9,6,9,4,6,8,8.6,138
128,Tyrell Williams,WR,FA,8.8,7.8,5.6,7.8,9.6,26.9,21.8,-,10.3,8.6,4.2,0,2.4,4.4,13.1,2.2,4.3,8.6,137.8
129,Joe Flacco,QB,CLE,21.7,17.8,15.3,22.2,11.2,11.9,19.6,9.1,8.2,-,BYE,-,-,-,-,-,-,15.2,137.1
130,Mike Davis,RB,FA,-,1.2,1.7,28.4,15.5,3.6,-,4.5,17.7,18,7,1.4,1,3.7,16.4,3.1,13.6,9.1,136.8
131,Curtis Samuel,WR,WAS,-,-,-,BYE,11.7,0,9.5,5.8,19.8,3.9,16.5,12.2,15.6,12,3.5,11.1,15.2,10.5,136.8
132,Courtland Sutton,WR,DEN,6.5,1.9,5.7,8.1,9.8,8.8,9.8,10.8,8.7,BYE,10.8,2.4,18.5,3.3,9.2,18.5,3.5,8.5,136.3
133,Cooper Kupp,WR,LAR,17.8,12.3,16.8,37.2,21,1.2,-,-,19.9,8.9,-,BYE,-,-,-,-,-,16.9,135.1
134,Kenny Stills,WR,FA,26.6,3.7,15.1,7,3.7,6.5,7.5,-,2.9,4.6,-,1.6,13.7,27.5,2.7,1.5,9.8,9,134.4
134,Willie Snead IV,WR,SF,14.9,10.4,6.9,11.6,10.5,13,6.6,10.4,12.8,-,10.1,0,1.8,11.1,10.8,0,3.5,8.4,134.4
136,Vance McDonald,TE,FA,-,5.6,21.2,9.2,1.6,13.8,-,7.7,5.5,14.4,11.7,5.7,6.8,7.7,9.3,5.9,6.9,8.9,133
137,Michael Crabtree,WR,FA,12.8,10.6,13.1,5.9,12.6,21.3,11.6,6.1,6.2,-,1.7,11.1,6.6,6.1,0,3,4,8.3,132.7
138,Antonio Callaway,WR,FA,0,17.8,6,8.4,5.2,4.9,2.4,14.6,8.1,5.9,-,16.2,9.4,1,14.5,0,17.9,8.3,132.3
139,Duke Johnson Jr.,RB,FA,3.5,3,5.3,13.6,5.2,14.9,5.9,3.6,29.6,14.6,-,4.9,3.2,-0.6,9.3,12.6,3.4,8.3,132
140,Latavius Murray,RB,BUF,4.2,1.9,8.1,5.8,7.6,22.8,22.3,20.5,11.7,-,0.5,3.3,3.4,0.4,12.8,4.8,1.8,8.2,131.9
141,Rob Gronkowski,TE,FA,23.3,3.5,9.1,8.4,13.5,12.7,-,7.3,-,-,-,14.6,5.6,24.7,4.1,0,4.4,10.1,131.2
142,New England Patriots,DST,NE,8,3,3,10,7,0,12,20,4,1,BYE,8,10,5,7,10,23,8.2,131
143,Donte Moncrief,WR,FA,2.4,13.4,1.6,21.9,13.6,0,14.6,9.4,-,18.8,2.1,3.9,7,9.7,0,8.3,4.1,8.2,130.8
144,Jimmy Graham,TE,NO,2.8,15.5,9.5,11.1,13.6,15.4,-,3.1,15.5,2.4,2.3,5.4,13,3.3,6.2,6.4,5.1,8.2,130.6
145,Matt Prater,K,ARI,5,10,14,6,7,-,16,2,9,6,10,4,10,6,1,11,12.3,8.1,129.3
146,Greg Zuerlein,K,NYJ,17,-,-,-,-,-,13,8,11,12,12,-,14,8,12,7,14,11.6,128
147,Danny Amendola,WR,FA,6.6,7.2,7.2,4.1,6,13.9,20.4,14.4,9.7,14.2,-,2.3,-,2,6,6.8,6.6,8.5,127.4
148,LeSean McCoy,RB,FA,3.1,10.8,-,6.7,12.8,12.4,0.1,15.5,6.9,24.8,-,6.3,10.4,0.1,-,4.9,12.4,9.1,127.2
149,Evan Engram,TE,JAC,3.8,19.7,2.9,-,-,-,4.6,13.5,BYE,8.6,8.6,-,-,10.7,15.5,17.3,21.1,11.5,126.3
150,Adam Vinatieri,K,FA,13,3,10,10,8,10,5,10,-,3,8,10,0,8,13,4,11,7.9,126
150,Denver Broncos,DST,DEN,12,3,4,1,4,7,32,3,5,BYE,7,10,14,6,7,1,10,7.9,126
150,Baltimore Ravens,DST,BAL,17,-1,6,6,11,21,3,-4,1,BYE,1,12,15,5,7,20,6,7.9,126
153,Minnesota Vikings,DST,MIN,18,4,3,-3,13,12,12,2,22,BYE,8,7,2,5,13,7,0,7.8,125
153,Kansas City Chiefs,DST,KC,4,-3,4,6,22,0,14,9,5,10,11,BYE,8,4,8,-1,24,7.8,125
155,Christian Kirk,WR,JAC,1.4,6.7,16,7.5,18,13.7,8.7,13.2,BYE,2.8,16.7,8.1,10.7,-,-,-,-,10.3,123.5
156,Nick Mullens,QB,MIN,-,-,-,-,-,-,-,-,22.2,10.1,-,8.7,22.7,18.3,14.8,7.6,19.1,15.4,123.5
157,Seattle Seahawks,DST,SEA,7,7,15,4,4,17,BYE,10,3,-2,5,2,16,15,5,4,11,7.7,123
158,Devin Funchess,WR,FA,7.1,14.7,16.7,-,9.3,18.4,18.2,5.7,8.4,6.2,5.9,-,8,0,0,4.3,-,8.8,122.9
159,Jake Elliott,K,PHI,4,3,8,11,7,10,6,6,BYE,10,1,11,10,5,15,9,6,7.6,122
159,Cody Parkey,K,FA,11,6,12,15,-,4,8,6,12,2,11,6,9,7,6,2,5,7.6,122
161,Dustin Hopkins,K,CLE,6,11,7,-,9,14,8,10,2,12,3,5,9,0,11,14,0,7.6,121
162,O.J. Howard,TE,FA,7.4,18.6,13.2,0,-,16.2,11.7,16.8,21.3,2.5,12.8,-,-,-,-,-,-,12.1,120.5
163,Leonard Fournette,RB,FA,8.5,-,-,4.5,-,-,-,-,-,27.9,22.1,25.8,-,6.1,9.4,16.1,-,15.1,120.4
164,Anthony Miller,WR,KC,3.4,9.1,7.5,-,-,9.9,5.5,13.4,10.8,23.2,10.4,7.4,7.1,0,0,11.8,0.7,8,120.2
165,Washington Commanders,DST,WAS,13,5,7,BYE,0,8,15,15,0,17,10,3,1,3,14,4,5,7.5,120
166,Jordan Reed,TE,FA,14.8,9.5,10.5,-,3.1,8.6,6.3,10.8,7.4,9.1,20.1,13.5,6.1,0,-,-,-,9.2,119.8
167,Rashard Higgins,WR,FA,4.8,9.7,6.2,10.1,15.6,-,-,-,4.9,9.8,-,3.4,16.2,1.9,5,18,12.6,9.1,118.2
168,Indianapolis Colts,DST,IND,5,9,10,8,0,2,19,1,BYE,3,13,3,12,5,16,2,10,7.4,118
169,Wendell Smallwood,RB,FA,0,2,18.1,8.4,18.1,6.1,5.7,14.6,-,6.4,-0.4,0,0,0.3,19.7,6.7,11.7,7.3,117.4
170,Chester Rogers,WR,FA,4.8,4.7,3.4,18.5,14.6,15.5,8,2,-,-0.4,2.9,7.9,0,8.6,2,18.4,6.2,7.3,117.1
171,Ryan Succop,K,FA,11,9,9,9,16,0,7,-,4,10,5,5,8,6,5,8,5,7.3,117
172,Theo Riddick,RB,FA,8.5,13.7,6.6,6.7,4.3,-,-,-,10.6,12,8,13,8.8,9.8,7.6,4.5,2.4,8.3,116.5
173,Marvin Jones Jr.,WR,FA,9.4,15.4,16.9,8.6,7.8,-,5.9,30.7,12.6,8.5,-,-,-,-,-,-,-,12.9,115.8
