"Rank","Player","Team","Bye","POS","ESPN","Sleeper","NFL","RTSports","FFC","AVG"
"442","Quincy Adeboyejo","","","WR134","349","","","","","349.0"
"443","Drew Sample","CIN","9","TE67","465","","","","","407.0"
"444","Tommy Stevens","","","QB56","350","","","","","350.0"
"445","Alex Smith","","","QB57","351","","","","","351.0"
"446","Bisi Johnson","","","WR135","437","","","","","394.5"
"447","Nate Stanley","","","QB58","353","","","","","353.0"
"448","Robert Tonyan","CHI","11","TE68","354","","","","","354.0"
"449","Bo Scarbrough ","","","RB111","","","","","","354.0"
"450","Wayne Gallman Jr.","","","RB112","","","","","","355.0"
"451","Trent Taylor","CHI","11","WR136","","","","","","356.0"
"452","Giorgio Tavecchio","","","K46","357","","","","","357.0"
"453","J.J. Nelson","","","WR137","358","","","","","358.0"
"454","Luke Willson","","","TE69","359","","","","","359.0"
"455","Josiah Deguara","GB","5","TE70","428","","","","","393.5"
"456","Blake Bortles","","","QB59","360","","","","","360.0"
"457","Ray-Ray McCloud III","SF","11","WR138","361","","","","","361.0"
"458","Bradley Sowell","","","OL1","362","","","","","362.0"
"459","Salvon Ahmed","MIA","7","RB113","364","","","","","364.0"
"460","Jauan Jennings","SF","11","WR139","365","","","","","365.0"
"461","Dante Pettis","","","WR140","431","","","","","398.0"
"462","LeGarrette Blount","","","RB114","366","","","","","366.0"
"463","Kyle Allen","BUF","11 ","QB60","401","","","","","383.5"
"464","Damiere Byrd","HOU","8","WR141","","","","","","367.0"
"465","Matt McCrane","","","K47","367","","","","","367.0"
"466","Davion Davis","WAS","8","WR142","368","","","","","368.0"
"467","Ted Ginn Jr.","","","WR143","","","","","","369.0"
"468","P.J. Walker","CLE","9","QB61","370","","","","","370.0"
"469","Reggie Gilliam","BUF","11","RB115","371","","","","","371.0"
"470","Kirk Merritt","","","WR144","372","","","","","372.0"
"471","Hakeem Butler","","","WR145","473","","","","","422.5"
"472","Quintez Cephus","DET","5","WR146","","","","","","373.0"
"473","JaMycal Hasty","NE","5 ","RB116","373","","","","","373.0"
"474","Jaeden Graham","","","TE71","374","","","","","374.0"
"475","DeeJay Dallas","SEA","6","RB117","","","","","","374.0"
"476","Dalton Keene","","","DT1","375","","","","","375.0"
"477","Matthew Slater","NE","5","WR147","377","","","","","377.0"
"478","Equanimeous St. Brown","CHI","11","WR148","","","","","","377.0"
"479","Geno Smith","SEA","6","QB62","378","","","","","378.0"
"480","Ty Montgomery II","","","RB118","","","","","","379.0"
"481","Jazz Ferguson","","","WR149","380","","","","","380.0"
"482","Corey Clement","","","RB119","","","","","","381.0"
"483","David Blough","DET","5","QB63","383","","","","","383.0"
"484","Pharoh Cooper","","","WR150","384","","","","","384.0"
"485","Tim Tebow","","","TE72","","","","","","385.0"
"486","Ryan Griffin","","","TE73","385","","","","","385.0"
"487","Nick Fitzgerald","","","QB64","387","","","","","387.0"
"488","Blaine Gabbert","KC","10","QB65","388","","","","","388.0"
"489","Cedrick Wilson Jr.","MIA","7","WR151","389","","","","","389.0"
"490","Tim Patrick","DEN","5","WR152","390","","","","","390.0"
"491","Chandler Cox","","","RB120","391","","","","","391.0"
"492","Michael Crabtree","","","WR153","392","","","","","392.0"
"493","Nick Vannett","LAC","6","TE74","393","","","","","393.0"
"494","Ameer Abdullah","LV","6","RB121","394","","","","","394.0"
"495","Brett Maher","LAR","9","K48","395","","","","","395.0"
"496","Joshua Dobbs","MIN","7","QB66","396","","","","","396.0"
"497","Charles Jones","","","TE75","397","","","","","397.0"
"498","Deon Yelder","","","TE76","398","","","","","398.0"
"499","Marcus Kemp","","","WR154","399","","","","","399.0"
"500","Foster Moreau","NO","6","TE77","400","","","","","400.0"
"501","DeAndrew White","","","WR155","402","","","","","402.0"
"502","Chris Manhertz","DEN","5","TE78","403","","","","","403.0"
"503","C.J. Ham","MIN","7","RB122","404","","","","","404.0"
"504","LeVante Bellamy","","","RB123","405","","","","","405.0"
"505","Jay Ajayi","","","RB124","406","","","","","406.0"
"506","Noah Brown","HOU","8","WR156","407","","","","","407.0"
"507","Josh Adams","","","RB125","408","","","","","408.0"
"508","Chad Henne","","","QB67","409","","","","","409.0"
"509","Chandler Catanzaro","","","K49","410","","","","","410.0"
"510","Austin Walter","LV","6","RB126","411","","","","","411.0"
"511","Andy Jones","","","WR157","412","","","","","412.0"
"512","Trace McSorley","","","QB68","413","","","","","413.0"
"513","Tim Boyle","HOU","8","QB69","414","","","","","414.0"
"514","Brycen Hopkins","LAR","9","TE79","415","","","","","415.0"
"515","Stephen Sullivan","CAR","13 ","TE80","416","","","","","416.0"
"516","Travis Homer","CHI","11","RB127","417","","","","","417.0"
"517","Ryan Griffin","","","QB70","418","","","","","418.0"
"518","Caleb Sturgis","","","K50","420","","","","","420.0"
"519","Zach Gentry","LV","6","TE81","421","","","","","421.0"
"520","Andy Janovich","","","RB128","422","","","","","422.0"
"521","Samaje Perine","DEN","5","RB129","423","","","","","423.0"
"522","Olamide Zaccheaus","PHI","9","WR158","424","","","","","424.0"
"523","Matt Cassel","","","QB71","425","","","","","425.0"
"524","Patrick DiMarco","","","RB130","426","","","","","426.0"
"525","Jacquizz Rodgers","","","RB131","430","","","","","430.0"
"526","Chad Beebe","","","WR159","432","","","","","432.0"
"527","Zay Jones","JAC","8","WR160","433","","","","","433.0"
"528","Doug Martin","","","RB132","434","","","","","434.0"
"529","Kalen Ballage","","","RB133","435","","","","","435.0"
"530","Ty Johnson","BUF","11","RB134","436","","","","","436.0"
"531","Tyler Ervin","","","RB135","438","","","","","438.0"
"532","Elijah Holyfield","","","RB136","439","","","","","439.0"
"533","Devlin Hodges","","","QB72","440","","","","","440.0"
"534","Tyler Kroft","MIA","7","TE82","442","","","","","442.0"
"535","Tyrie Cleveland","IND","7","WR161","443","","","","","443.0"
"536","D'Onta Foreman","CHI","11","RB137","444","","","","","444.0"
"537","Corey Coleman","","","WR162","445","","","","","445.0"
"538","James Proche II","CLE","9","WR163","446","","","","","446.0"
"539","Brock Osweiler","","","QB73","447","","","","","447.0"
"540","Ryan Izzo","","","TE83","448","","","","","448.0"
"541","Keke Coutee","","","WR164","449","","","","","449.0"
"542","Malcolm Perry","","","WR165","450","","","","","450.0"
"543","AJ McCarron","CIN","9","QB74","451","","","","","451.0"
"544","Mo Alie-Cox","IND","7","TE84","452","","","","","452.0"
"545","KeeSean Johnson","","","WR166","453","","","","","453.0"
"546","DaeSean Hamilton","","","WR167","454","","","","","454.0"
"547","DeAndre Carter","LV","6","WR168","456","","","","","456.0"
"548","Ed Dickson","","","TE85","457","","","","","457.0"
"549","Khalfani Muhammad","","","RB138","458","","","","","458.0"
"550","Ventell Bryant","","","WR169","459","","","","","459.0"
"551","Gabe Davis","BUF","11","WR170","461","","","","","461.0"
"552","Will Grier","LAC","6","QB75","462","","","","","462.0"
"553","Trenton Irwin","CIN","9","WR171","464","","","","","464.0"
"554","Kapri Bibbs","","","RB139","466","","","","","466.0"
"555","Elijhaa Penny","","","RB140","467","","","","","467.0"
"556","Collin Johnson","CHI","11","WR172","468","","","","","468.0"
"557","Michael Burton","DEN","5","RB141","470","","","","","470.0"
"558","Rod Smith","","","RB142","471","","","","","471.0"
"559","John Ursua","","","WR173","474","","","","","474.0"
"560","John Hightower","","","WR174","475","","","","","475.0"
"561","Dalyn Dawkins","","","RB143","476","","","","","476.0"
"562","Darius Jackson","","","RB144","477","","","","","477.0"
"563","Dwayne Washington","DEN","5","RB145","478","","","","","478.0"
"564","Freddie Swain","MIA","7","WR175","480","","","","","480.0"
"565","Maxx Williams","","","TE86","481","","","","","481.0"
"566","Wendell Smallwood","","","RB146","482","","","","","482.0"
"567","Jaron Brown","","","WR176","483","","","","","483.0"
"568","Josh McCown","","","QB76","484","","","","","484.0"
"569","Drew Stanton","","","QB77","485","","","","","485.0"
"570","Andrew Beck","HOU","8","TE87","486","","","","","486.0"
"571","Jason Huntley","","","RB147","488","","","","","488.0"
"572","Demaryius Thomas","","","WR177","489","","","","","489.0"
"573","Alex Barnes","","","RB148","490","","","","","490.0"
"574","Braxton Berrios","MIA","7","WR178","491","","","","","491.0"
"575","Isaiah Crowell","","","RB149","492","","","","","492.0"
"576","Dexter Williams","","","RB150","493","","","","","493.0"
"577","Roosevelt Nix","","","RB151","494","","","","","494.0"
"578","Marquez Callaway","PIT","4","WR179","495","","","","","495.0"
"579","Jaydon Mickens","IND","7","WR180","496","","","","","496.0"
"580","D.J. Foster","","","RB152","497","","","","","497.0"
"581","Raymond Calais","","","RB153","498","","","","","498.0"
"582","Trenton Cannon","","","RB154","499","","","","","499.0"
"583","Brian Hoyer","LV","6","QB78","500","","","","","500.0"
""
""
