"Rank","Player","Team","Bye","POS","ESPN","Sleeper","NFL","RTSports","FFC","AVG"
"420","Albert Wilson","","","WR138","","","","","","379.0"
"421","Sam Ehlinger","IND","14","QB45","","","","","","380.0"
"422","Anthony Schwartz","MIA","14","WR139","","","","","","381.0"
"423","Antonio Williams","","","RB120","","","","","","384.0"
"424","Tyler Johnson","LAR","11","WR140","","","","","","385.0"
"425","Antonio Callaway","","","WR141","","","","","","386.0"
"426","Dez Fitzpatrick","PIT","7","WR142","","","","","","387.0"
"427","Jordan Love","GB","13","QB46","","","","","","388.0"
"428","Foster Moreau","NO","6","TE50","","","","","","389.0"
"429","Ty Montgomery II","","","RB121","","","","","","391.0"
"430","James O'Shaughnessy","","","TE51","","","","","","392.0"
"431","Tyron Billy-Johnson","","","WR143","","","","","","393.0"
"432","Matt Ammendola","","","K39","","","","","","394.0"
"433","Jacob Eason","NYG","10","QB47","","","","","","395.0"
"434","Jermar Jefferson","DET","9","RB122","","","","","","396.0"
"435","Jaylen Samuels","","","RB123","","","","","","397.0"
"436","Colin Kaepernick","","","QB48","","","","","","399.0"
"437","Ryan Santoso","","","K40","","","","","","400.0"
"438","Johnny Manziel","","","QB49","","","","","","401.0"
"439","Albert Okwuegbunam","PHI","14","TE52","","","","","","402.0"
"440","Ray Rice","","","RB124","","","","","","403.0"
"441","Kylin Hill ","","","RB125","","","","","","404.0"
"442","Greg Ward","PHI","14","WR144","","","","","","405.0"
"443","Easop Winston Jr.","SEA","9","WR145","","","","","","406.0"
"444","Mike Strachan","CAR","13","WR146","","","","","","407.0"
"445","Devin Smith","","","WR147","","","","","","408.0"
"446","Riley Ridley","","","WR148","","","","","","409.0"
"447","Aldrick Rosas","","","K41","","","","","","411.0"
"448","Dazz Newsome","","","WR149","","","","","","412.0"
"449","Jody Fortson","KC","12 ","TE53","","","","","","413.0"
"450","Dede Westbrook","","","WR150","","","","","","414.0"
"451","Tony Romo","","","QB50","","","","","","415.0"
"452","Andy Isabella","BUF","7","WR151","","","","","","416.0"
"453","Zay Jones","JAC","7","WR152","","","","","","417.0"
"454","DeeJay Dallas","SEA","9","RB126","","","","","","418.0"
"455","Corey Clement","","","RB127","","","","","","419.0"
"456","Demetric Felton Jr.","CIN","10","RB128","","","","","","420.0"
"457","Will Dissly","SEA","9","TE54","","","","","","421.0"
"458","Tom Kennedy","DET","9","WR153","","","","","","422.0"
"459","Kylen Granson","IND","14","TE55","","","","","","423.0"
"460","Devin Duvernay","BAL","8","WR154","","","","","","424.0"
"461","Noah Gray","KC","12","TE56","","","","","","425.0"
"462","Gerrid Doaks","","","RB129","","","","","","426.0"
"463","Simi Fehoko","LAC","7","WR155","","","","","","427.0"
"464","Damoun Patterson","","","WR156","","","","","","428.0"
"465","Charlie Woerner","SF","6","TE57","","","","","","429.0"
"466","Greg Joseph","MIN","7","K42","","","","","","430.0"
"467","Pharoh Cooper","","","WR157","","","","","","431.0"
"468","Kyle Rudolph","","","TE58","","","","","","432.0"
"469","Jeremy McNichols","","","RB130","","","","","","433.0"
"470","Brandon Dillon","","","TE59","","","","","","434.0"
"471","Chad Beebe","","","WR158","","","","","","436.0"
"472","Taylor Heinicke","ATL","6","QB51","","","","","","437.0"
"473","Trent Sherfield","BUF","7","WR159","","","","","","438.0"
"474","Davis Mills","HOU","10","QB52","","","","","","439.0"
"475","Durham Smythe","MIA","14","TE60","","","","","","440.0"
"476","Chad Henne","","","QB53","","","","","","441.0"
"477","Eddy Pineiro","CAR","13","K43","","","","","","442.0"
"478","John Wolford","TB","9","QB54","","","","","","443.0"
"479","Mike Glennon","","","QB55","","","","","","444.0"
"480","Rex Burkhead","","","RB131","","","","","","445.0"
"481","Willie Snead IV","SF","6","WR160","","","","","","446.0"
"482","Drew Sample","CIN","10","TE61","","","","","","447.0"
"483","Joe Flacco","CLE","13","QB56","","","","","","448.0"
"484","Jacoby Brissett","WAS","9","QB57","","","","","","449.0"
"485","Cornell Powell","KC","12","WR161","","","","","","450.0"
"486","Harrison Bryant","CLE","13","TE62","","","","","","451.0"
"487","Gardner Minshew II","IND","14","QB58","","","","","","452.0"
"488","Jacob Hollister","","","TE63","","","","","","453.0"
""
""
