#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
343,Kadarius Toney,WR,KC,2.3,2,-,-,-,-,-,BYE,3.2,19,0,-,-,-,1.5,7.8,9.1,,5.6,44.9
343,Brandon Powell,WR,MIN,2.3,-1,5.7,1.1,0.1,8,BYE,0,1.4,0.7,3.5,2.6,12.4,0,1.7,4.5,1.9,,2.8,44.9
346,DeeJay Dallas,RB,SEA,0,-1,5.8,0,2,0.1,6.1,0,0.4,0,BYE,3.5,3.7,-,-,10.2,12.8,,3.1,43.6
347,A.J. Green,WR,FA,3.3,6.6,0,-,5,2.7,-,0,-,9,10,1.5,-,1.7,0,-,3.7,,3.6,43.5
348,Skyy Moore,WR,KC,4,0,-2,5.1,3.5,3.4,-2,BYE,0,1.6,11.3,6.6,1.2,1.7,1.2,1.5,6.3,,2.7,43.4
348,Zack Moss,RB,IND,7.6,1.7,6.2,0.6,0.7,-,-,-,-,0.4,0.7,0.2,1.8,BYE,8.1,8,7.4,,3.6,43.4
350,Travis Homer,RB,CHI,0.2,8.2,0.7,0,-,0,-,4.1,6.2,0,-,13.3,-,5.4,5,0,-,,3.6,43.1
351,Raheem Blackshear,RB,CAR,-,-,-,-,0,0,-0.5,0.1,15.3,3.2,3.4,0.1,BYE,11.9,0,8.5,0.9,,3.6,42.9
352,Bailey Zappe,QB,NE,-,-,-,6,11,18.4,7.3,-,-,BYE,-,-,-,-,-,-,-,,10.7,42.6
352,MyCole Pruitt,TE,ATL,-,-,-,-,-,7.2,-,-,1.6,1.6,2.7,8.9,7.7,BYE,4,0,8.9,,4.7,42.6
354,Ashton Dulin,WR,IND,7.6,13.2,1.7,3.8,2.8,-,-,-,-,-,0,0,8.4,BYE,5,0,-,,4.3,42.5
355,P.J. Walker,QB,CLE,-,-,-,-,2.4,2.3,15.1,17.7,-1,5.7,-,-,-,-,-,-,-,,7,42.1
356,Teddy Bridgewater,QB,DET,-,-,0,11.8,0,20.2,-,-,-,-,-,-,-,-,-,-,10,,8.4,42
356,Javonte Williams,RB,DEN,19.8,9.5,9,3.7,-,-,-,-,BYE,-,-,-,-,-,-,-,-,,10.5,42
358,Adam Trautman,TE,DEN,-,-,1.9,6.7,11.2,1.8,-,-,1.8,4.2,4.2,2.7,4.8,-,0,0,2.6,,3.5,41.9
359,KhaDarel Hodge,WR,ATL,6.8,7.7,-,0,8.3,0,0,-,2.9,11.7,2.3,-,0,BYE,0,0,1.5,,3.2,41.2
360,Shane Zylstra,TE,DET,-,-,0,-,-,BYE,-,-,7.1,0,-,-,1.4,3.8,1.4,25.6,1.7,,5.1,41
361,Josh Oliver,TE,MIN,-,-,8.8,-,0,4.1,0,1.4,2.9,-,1.2,17.6,-,-,3.3,1.6,0,,3.7,40.9
362,Ian Thomas,TE,CAR,7.3,2.3,3.3,1.6,2.8,4.2,1.3,1.2,-,-,5.4,4.1,BYE,3.1,0,2.2,1.9,,2.9,40.7
363,Scott Miller,WR,ATL,-,7.2,1.4,-,7.5,0,2.6,3.3,12.3,4.5,-,-,1.7,0,-,0,-,,3.7,40.5
364,Dustin Hopkins,K,CLE,7,6,4,10,-,13,-,-,BYE,-,-,-,-,-,-,-,-,,8,40
365,Dare Ogunbowale,RB,HOU,-,0,-,0,0,BYE,11.2,1,0,2.3,1.5,9,4.1,2.1,1.4,2.8,4.5,,2.9,39.9
366,Gardner Minshew II,QB,IND,-,-,-,-,-,-,-,0.8,-,-,-,-,0.4,-0.1,-,24.7,14,,8,39.8
367,Peyton Hendershot,TE,DAL,-,-,7.3,0,0,4.2,8.5,3.5,BYE,0,0.8,6.2,0,-,9,-,0,,3.3,39.5
368,Johnny Mundt,TE,MIN,4.7,4.8,4.3,0,2.6,2.1,BYE,7.1,1.1,-,1.8,4,2.2,-,1.7,2.6,-,,3,39
369,Sammy Watkins,WR,FA,4.8,12.3,-,-,-,-,5.6,1.3,1.9,7.7,0,-,-,-,-,5,-,,4.8,38.6
370,Justice Hill,RB,BAL,3.1,1.6,6,7.7,-,-,0.6,2.8,2.9,BYE,6.8,0.3,2.6,0,2.8,1.4,0,,2.8,38.6
371,Ty Johnson,RB,BUF,-,1.4,-,0,0,-,1.9,0.6,1.7,-,0.4,14.8,10.1,-,-,0.7,6.7,,3.5,38.3
371,Marlon Mack,RB,ARI,-,0,-,0,-,-,-,-,-,-,-,2.2,1.9,15.7,16.3,2.2,0,,4.8,38.3
371,Alec Ingold,RB,MIA,2,3.6,0,-,-,3.2,-,7.6,-,14.5,BYE,1,4.5,0,1.9,0,0,,3.2,38.3
374,Marquez Callaway,WR,PIT,-,-,7.4,8.3,2.5,6.6,4,2,5.4,-,1.6,-,0,-,-,-,-,,4.2,37.8
375,Cameron Brate,TE,FA,1.7,1.9,10.2,7.2,-,3.4,-,-,-,1.8,-,3.5,-,3.2,4.5,-,-,,4.2,37.4
376,Mitchell Wilcox,TE,CIN,-,1.3,1.9,2.8,-,-,3.4,1.3,-,BYE,-,-,2.3,2,12.4,9.5,-,,4.1,36.9
377,O.J. Howard,TE,FA,17.8,1.7,0,4.7,0,-,-,4.4,2.4,0,1.9,0,-,-,-,-,3.6,,3.3,36.5
378,Zach Pascal,WR,ARI,1.7,3.4,4.8,0,-,0,-,13.7,1.8,2,1.9,0,3.6,1.5,0,1.6,0,,2.4,36
379,Colt McCoy,QB,FA,-,-,-,-,-,-,-,-,-,13.9,8.3,-,-,11.2,2.3,-,-,,9,35.8
379,Eric Saubert,TE,HOU,0,9.2,0,3.5,8.6,BYE,0,0,-,2.2,3.6,-,0,1.2,1.5,0,6,,2.6,35.8
381,Boston Scott,RB,PHI,7,3.1,0,-,-,1.6,BYE,2.1,0.5,0.5,3.2,2.4,3.1,10.7,0,0,0.6,,2.5,34.8
382,Sterling Shepard,WR,NYG,15.1,9.4,9.9,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,,11.5,34.4
383,Byron Pringle,WR,WAS,3.2,0,2.1,-,-,-,-,-,-,2.2,0,9.2,-,BYE,11.9,5.4,0,,3.8,34
384,Amari Rodgers,WR,FA,0,0,0,0,0,2.4,1.4,3.2,0,-2,-,-,-,16,4.6,4.7,3.6,,2.4,33.9
385,Durham Smythe,TE,MIA,2.4,1.5,5.3,0,7.9,-,-,-,0,0,BYE,7.4,4.1,-,0.8,1.8,1.9,,2.8,33.1
386,Dyami Brown,WR,WAS,-,-,0,1.6,24.5,0,-,-,0,2.5,-,2.7,-,BYE,1.5,-,-,,4.1,32.8
387,Malik Davis,RB,DAL,-,-,-,-,-,-,-,6.1,BYE,3.8,5.5,-,8.9,-,-,-,8.2,,6.5,32.5
388,Jarrett Stidham,QB,DEN,-,-,-,-,-,-,-,2.9,BYE,-,-,-,-,-,-,-,28,,15.4,30.9
389,John Bates,TE,WAS,0,3.5,0,5.9,6.9,-,-,1.6,1.5,-,0,11.4,-,BYE,0,-,-,,3.1,30.8
390,Craig Reynolds,RB,DET,-,3.9,2.8,5.2,12.2,BYE,6,0.7,0,-,-,-,-,-,-,-,-,,4.4,30.8
391,Kyren Williams,RB,LAR,-,-,-,-,-,-,BYE,-,-,6.9,5.4,9,0.9,3.9,0.7,3.1,0.6,,3.8,30.5
392,Khalil Shakir,WR,BUF,-,0,-,4.3,16.5,2.4,BYE,0,-,1.6,-,-,2,0,-,3.5,-,,3.4,30.3
393,Avery Williams,RB,ATL,-,1.6,0.9,2.1,10.1,1.8,0.4,2.7,1.2,2.5,-2,0,0,BYE,3,5,1,,2,30.3
394,Jody Fortson,TE,KC,7.1,0,0,8,-,-,1.8,BYE,-,-0.4,7.1,4.6,1.6,-,0,-,-,,3,29.8
395,Steven Sims Jr.,WR,HOU,-,-,-,-,0,-0.5,-,4,-,2.7,-0.3,2.9,1.9,7.1,3.9,1.7,6.4,,2.7,29.8
396,River Cracraft,WR,MIA,-,7.2,8.1,0,0,0,-,-,-,-,BYE,9.5,4.9,-,-,-,-,,4.2,29.7
397,Denzel Mims,WR,PIT,-,-,-,-,-,-,1.4,9.6,2.2,-,5.5,2.1,0,6.5,2.3,-,0,,3.3,29.6
398,Jordan Mason,RB,SF,0,0,0.7,-,0,-,-,-,BYE,-,1.4,2.5,5.1,5.6,6.4,0,7.3,,2.6,29
399,Zach Gentry,TE,LV,6,-,-,1.2,9.3,1.4,2,1.3,-,0,2.8,0.6,1.8,0,1.4,1.1,-,,2.2,28.9
400,Mike Boone,RB,CAR,1.2,-,0,3.9,11.5,1.4,2.3,-,-,-,-,-,3.6,4.9,-,-,-,,3.6,28.8
400,Brandon Bolden,RB,LV,10.8,-,4.1,0.9,6.4,BYE,0,-,2,-,1.4,-,-,0,0,0,3.2,,2.6,28.8
402,Keelan Cole Sr.,WR,LV,-,-,2.2,0,0,BYE,-,5,-,0,3.1,3.2,0,2.1,13,0,-,,2.6,28.6
403,Connor Heyward,TE,PIT,0,0,-,-,3.2,6.9,1.6,0,BYE,2.9,0,0,8.7,2.3,0,2.1,0,,2,27.7
404,Pierre Strong Jr.,RB,CLE,-,0,-,-,-,0.5,-,0,0,-,0,0,-,17,6.7,3,0,,2.7,27.2
405,Brevin Jordan,TE,HOU,1.5,2.3,-,-,-,BYE,0,3.9,1.5,-,-,-,8.6,-,1.9,4.1,3,,3,26.8
406,James Mitchell,TE,DET,-,-,-,-,-,BYE,-,2.4,8.8,1.4,-,3.2,-,-,3.2,5.1,2.5,,3.8,26.6
406,Marcedes Lewis,TE,CHI,-,-,-,-,7.2,-,-,-,2.9,0.9,-,-,2,BYE,2.4,11.2,-,,4.4,26.6
408,Cedrick Wilson Jr.,WR,MIA,4.8,0,-,-,4,-,0,0,4.3,1.7,BYE,4.6,0,3.9,3.1,0,0,,2,26.4
409,Elijah Mitchell,RB,SF,4.1,-,-,-,-,-,-,-,BYE,9.8,5.9,6.3,-,-,-,-,-,,6.5,26.1
410,KJ Hamler,WR,BUF,0,-,0,6.5,2,6.4,2.8,8.1,-,-,-,-,-,-,-,-,-,,3.7,25.8
411,Albert Okwuegbunam,TE,PHI,8.3,0,2.2,-,1.5,-,BYE,-,-,-,-,-,-,-,-,-,13.5,,5.1,25.5
412,Sony Michel,RB,FA,1.2,2.9,4.1,5.7,0,7.2,2.3,-,1.2,0.2,0.1,-,-,-,-,-,-,,2.5,24.9
413,Josiah Deguara,TE,GB,4.8,-,-,0,3.9,1.9,-,1.9,9.1,-,-,-,0,BYE,-,1.4,1.4,,2.7,24.4
414,DeSean Jackson,WR,FA,-,-,-,-,-,-,-,-,2.6,-,-,9.4,3,5.4,0,2,1.9,,3.5,24.3
415,Donald Parham Jr.,TE,LAC,-,-,-,-,0,8.3,-,BYE,-,-,-,-,-,-,6.5,1.8,7.3,,4.8,23.9
416,Pharaoh Brown,TE,NE,2.7,5.4,6.1,-,-,4.1,0,0,-,3.3,0,-,2.1,-,-,-,-,,2.6,23.7
417,Jack Stoll,TE,PHI,-,-,1.4,-,-,3.1,BYE,0,2.3,2.1,1.7,0,7.1,4,1.6,-,-,,2.3,23.3
418,Tanner Hudson,TE,CIN,-,4.2,-,2.8,-,-,0,8.8,-,5.4,-,2,-,-,-,-,-,,3.9,23.2
419,Austin Seibert,K,NYJ,5,11,7,-,-,-,-,-,-,BYE,-,-,-,-,-,-,-,,7.7,23
420,N'Keal Harry,WR,MIN,-,-,-,-,-,-,2.4,10.4,1.6,-,-,-,5.9,-,-,-,2.6,,4.6,22.9
421,Desmond Ridder,QB,ATL,-,-,-,-,-,-,-,-,-,-,-,-,-,BYE,7.7,9.5,5.7,,7.6,22.9
422,Malcolm Brown,RB,FA,-,-,-,-,-,3.8,-,1,2.9,-,-,-,-,3.7,0,3.1,8.3,,3.3,22.8
423,Jalen Reagor,WR,NE,0,3.4,1.2,0,7.1,0,-,0,0,0,2.4,3.5,5.6,0,-0.5,0,0,,1.4,22.7
423,Jalen Nailor,WR,MIN,-,-,-,2.3,-,-,BYE,-,-,0,2.5,0,-,0,0,-,17.9,,3.2,22.7
425,C.J. Ham,RB,MIN,1.6,-,3.5,0,-,0.3,BYE,0,-,6.3,-,-,0,1.9,7.5,1.5,-,,2.3,22.6
426,Reggie Gilliam,RB,BUF,-,9.7,4.2,-,-,4.8,BYE,-,-,-,0,0,-,-,-,2.2,1.7,,3.2,22.6
427,Dan Arnold,TE,FA,-,1.8,-,3.6,3,-,3.4,1.8,2.9,1.8,-,-,0,1.5,-,2.7,0,,2,22.5
428,Hassan Haskins,RB,TEN,-,4.7,0,0,0,BYE,1.5,0,1.7,0,0,0,-,-,3.5,3.7,7.3,,1.7,22.4
429,Malik Willis,QB,TEN,-,-0.2,-,-,-,BYE,-,2.4,7.2,-2.4,-,-,1.4,-,1.6,12.3,-,,3.2,22.3
430,Geoff Swaim,TE,ARI,4.9,-,10.9,-,1.5,-,0,-,-,0,1.3,0,1.4,0,-,0.9,1.4,,2,22.3
431,Sam Ehlinger,QB,IND,-,-,-,-,-,-,-,7.5,7,-,-,-,-,BYE,-,-,7.6,,7.4,22.2
432,Tom Kennedy,WR,DET,-,-,-,8.4,0,BYE,3.4,-,2.6,5.4,2.3,0,-,-,-,-,-,,3.2,22.1
433,Brett Rypien,QB,NYJ,-,-,-,-,-,-,8.9,-,-,BYE,-,-,-,3.6,8.7,0.8,-,,5.5,22
433,Tevin Coleman,RB,FA,-,-,-,-,21.7,0.3,-,-,-,-,-,-,-,-,0,-,-,,7.3,22
435,Gary Brightwell,RB,NYG,0,1.4,-,0,6.5,0,-,0,BYE,0,0,6.9,0,6.1,0,-0.1,0.9,,1.6,21.7
436,Eric Tomlinson,TE,IND,0,-,-,-,0,2.6,4.1,0,-,0,-,-,-,3.1,11.8,-,-,,2.7,21.6
437,David Sills,WR,DEN,-,6.7,4,1.5,3.2,1.8,2.9,1.5,BYE,-,-,-,-,-,-,-,-,,3.1,21.6
438,Breshad Perriman,WR,FA,-0.7,13.5,5.4,-,-,0,-,2.1,1.1,-,-,0,-,-,-,-,-,,3.1,21.4
438,Jeff Smith,WR,ARI,-,2.7,-,0,2.1,-,0,3.3,1.6,-,-,-,BYE,-,11.7,-,-,,3.1,21.4
440,Darrel Williams,RB,FA,-,14.2,0.7,1.9,0.9,-,-,3.4,-,-,-,-,-,-,-,-,-,,4.2,21.1
441,Ko Kieft,TE,TB,-,0,0,2.9,0,0,2.8,1.9,1.6,-,BYE,7.5,2.2,2.1,0,0,0,,1.5,21
442,Quintin Morris,TE,BUF,-,1.6,4.2,0,4.9,0,BYE,-,-,-,-,1.3,-,-,8.4,0,-,,2.6,20.4
443,Jonathan Williams,RB,WAS,0,-,0.6,4.8,0,-,-,-,-,-,-,2.2,0.1,BYE,-,6.1,6.3,,2.5,20.1
444,Patrick Ricard,RB,BAL,1.7,0.5,2.2,5,-,0,4,0,1.6,BYE,0.4,3.4,1,0.2,0,-,-,,1.5,20
444,Matt Ammendola,K,FA,-,9,3,-,5,3,-,-,-,-,-,-,-,-,-,-,-,,5,20
444,Velus Jones Jr.,WR,CHI,-,-,-,-2,7.9,0.8,-,4.8,-,-,0,0.6,0.1,BYE,-0.7,7.2,1.3,,2,20
447,Kyle Allen,QB,BUF,-,-,-,-,-,-,BYE,-,-,0,-,11.8,8.1,-,-,-,-,,6.6,19.9
448,Chris Myarick,TE,FA,7.1,0,1.6,-,1.4,-,4.1,2,-,0,-,3.3,0,0,-,-,-,,2,19.5
448,Ross Dwelley,TE,SF,2.1,10.8,-,0,0,-,-,6.6,BYE,-,-,-,-,-,-,-,-,,3.9,19.5
450,Samori Toure,WR,GB,-,-,-,-,-,-,1.4,10.7,5.4,-,-,-,1.7,BYE,-,-,-,,4.8,19.2
451,Rodrigo Blankenship,K,FA,9,-,-,-,-,-,10,0,-,-,-,-,-,-,-,-,-,,6.3,19
451,Teagan Quitoriano,TE,HOU,-,-,-,-,-,BYE,-,-,7.2,-,0,4,0,-,7.8,0,-,,3.2,19
453,Michael Bandy,WR,DEN,-,-,-,6.9,-,1.4,0.5,-,7.6,0,0,0,2.5,-,-,-,-,,2.4,18.9
454,Anthony Schwartz,WR,MIA,4.9,-,-,-,0,0,-,-,-,1.3,0,11.8,0.8,-,-,-,-,,2.7,18.8
455,Benny Snell Jr.,RB,FA,0,-,-,0,-,-,0,-,-,0,-,13.8,4.5,0.4,-,0,-,,2.3,18.7
456,Zander Horvath,RB,FA,8.8,7.1,0,0,0.3,1,-,-,-,1.1,0.3,-,-,-,-,-,-,,2.3,18.6
457,Royce Freeman,RB,LAR,-,-,-,-,-,-,BYE,-,-,-,-,0,-,-,6.6,4.8,6.9,,4.6,18.3
458,Giovanni Ricci,TE,CAR,0,2.6,2.5,0,5.7,-,0,0,1.8,1.2,-,-,BYE,-,-,-,4.2,,1.8,18
459,Brycen Hopkins,TE,LAR,-,-,-,-,-,-,BYE,-,0,2.1,-,2.2,-,1.8,-,8.7,3.1,,3,17.9
460,John Wolford,QB,TB,-,-,-,-,-,-,-,-,-,9.8,BYE,-,8,-,-,-,-,,8.9,17.8
461,Bryce Perkins,QB,FA,-,-,-,-,-,-,-,-,-,0.3,6.5,10.4,0.5,-,-,-0.2,-,,3.5,17.4
462,Tre' McKitty,TE,BUF,5.4,-,0,1.4,0,0,0,-,-,5.1,-,0,1.8,1.5,-,2,0,,1.4,17.2
463,Cam Sims,WR,CAR,0,0,-,-,1.7,1.6,2.2,3.1,2.2,0,2.7,-,0.8,-,-,0,2.6,,1.4,16.9
463,Anthony Firkser,TE,DET,1.6,-,3.2,-,2.1,BYE,-,-,-,-,-,2.6,4.4,-,0,3,-,,2.4,16.9
465,Parker Hesse,TE,ATL,1.5,1.5,0,3.2,1.9,-,-,1.9,-,0,-,1.9,2.6,BYE,0,1.8,-,,1.5,16.3
466,Brandon Johnson,WR,DEN,-,-,-,-,-,-,-,-,BYE,-,1.2,9,-,0,6,-,-,,4.1,16.2
467,Jeff Driskel,QB,CLE,0.5,1,-,-,-,-,-,-,BYE,-,-,-,-,9.1,1.1,3.2,1.1,,2.7,16
468,Lawrence Cager,WR,NYG,0,-,-,-,-,-,-,0,BYE,8.9,4,3,-,-,-,-,-,,3.2,15.9
469,Keaontay Ingram,RB,KC,-,-,-,-,-,0.7,11.7,0,0.2,0.5,1.9,0.5,-,0.1,0,0.2,-,,1.6,15.8
470,Dax Milne,WR,WAS,0,1.6,2.2,0,0,1.5,1.4,1.4,7.6,0,0,-,-,BYE,0,0,0,,1.1,15.7
471,T.Y. Hilton,WR,FA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.2,9,,7.6,15.2
472,Jameson Williams,WR,DET,-,-,-,-,-,BYE,-,-,-,-,-,-,0,11.1,0,0,4,,3,15.1
473,Taylor Bertolet,K,FA,-,-,-,-,12,-,3,-,-,0,-,-,-,-,-,-,-,,5,15
474,Phillip Lindsay,RB,FA,-,-,-,-,8.4,6.2,-,-,0.2,-,-,-,-,-,-,-,-,,4.9,14.8
475,Jordan Wilkins,RB,FA,-,-,-,-,-,-,-,-,6.8,1.8,-,-,-,-,-,0.4,5.7,,3.7,14.7
476,Derek Watt,RB,FA,-,0.2,-,-,1.1,0,0,8.6,-,0.5,-,1.5,1.7,-,0.2,0,0.3,,1.3,14.1
477,Skylar Thompson,QB,MIA,-,-,-,-,3.6,4.5,-,-,-,0.7,BYE,-1.3,-1,-,-,-,7.6,,2.3,14.1
478,Dee Eskridge,WR,SEA,1,1.6,-,2.6,0,6.9,0.4,1.3,0,0,BYE,-,-,-,-,-,-,,1.5,13.8
479,Armani Rogers,TE,WAS,3.3,-,0,-,0,0,5.8,2.3,2.4,0,-,-,-,BYE,-,-,-,,1.7,13.8
480,David Blough,QB,DET,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,-,-,13.6,,13.6,13.6
481,Salvon Ahmed,RB,MIA,-,-,-,-,-,-,-,0.2,0,1.1,BYE,-,-,0.1,10.3,-,1.8,,2.3,13.5
481,Jalen Virgil,WR,DEN,-,-,-,-,-,-,-,-,BYE,13.6,-,-2,0,1.9,0,0,-,,2.3,13.5
483,Trey Lance,QB,DAL,11,2.5,-,-,-,-,-,-,BYE,0,-,-,-,-,-,-,-,,4.5,13.5
484,James Proche II,WR,CLE,0,-,-,-,1.7,-,0,5.4,4.2,-,0,0,1.9,-,0,0,0,,1.2,13.2
485,Grant Calcaterra,TE,PHI,-,-,5,-,-,-,BYE,-,-,-,0,0.8,2.9,4.4,0,-,-,,2.2,13.1
486,Chris Evans,RB,CIN,-,-,1.4,0,0,0,0,3.6,0,BYE,-,0,7.8,-,0,-,-,,1.3,12.8
487,Tyrod Taylor,QB,NYG,-,0,-,2.4,-,-,-,-,BYE,-,-,-,-,9.9,-,-,-,,4.1,12.3
487,Marcus Johnson,WR,FA,-,-,-,-,6.5,4.5,0,1.3,-,-,-,-,0,-,0,0,-,,1.8,12.3
489,Trace McSorley,QB,FA,2.5,-,-,-,-,-,-,-,-,-,2,-,-,-,2.6,5.1,-,,3,12.1
490,Jamison Crowder,WR,WAS,5.8,2.6,1.9,1.7,-,-,-,-,-,-,-,-,-,BYE,-,-,-,,3,12
491,Andrew Beck,TE,HOU,7.2,-0.1,-,0,0,1.7,0,-,-,-,-,-,-,-,0.1,-,3,,1.5,11.9
492,Gunner Olszewski,WR,NYG,0,-0.2,0,0,-,0,0,0,BYE,1.4,5.9,0.9,0.2,1.7,1.3,-,0.6,,0.8,11.8
493,Kyle Philips,WR,TEN,10.6,-0.5,-,0,1.7,BYE,-,-,-,-,-,-,-,-,-,-,-,,3,11.8
494,Trent Taylor,WR,CHI,0,0,0,0,0,-2,0,1.5,5.2,-,1.1,1.8,-0.3,4.4,0,0,-,,0.8,11.7
494,Jordan Love,QB,GB,2.6,-,-,-,-,0.3,-,-,-,-,-,8.5,-,BYE,-,-,0.3,,2.9,11.7
496,Joshua Dobbs,QB,MIN,-,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,-,11.5,,11.5,11.5
497,Kevin Harris,RB,NE,-,-,-,-,-,0.5,-,-,-,BYE,-,-,-0.1,8.6,1.9,0.3,-,,2.2,11.2
498,Trevor Siemian,QB,NYJ,-,-,-,-,-,-,-,0.2,-,BYE,-,11,-,-,-,-,-,,5.6,11.2
499,Darrynton Evans,RB,BUF,-,-,-,-,-,-,BYE,-,-,-,-,7.7,2.1,-,0.9,-,-,,3.6,10.7
500,Jake Kumerow,WR,FA,-,7,3.4,-,-,-,-,0,0,0,-,-,-,-,-,-,-,,2.1,10.4
501,Tony Jones Jr.,RB,ARI,-,4,-,-,-,-,-,-,-,-,-,-,5.2,1.2,-,-,-,,3.5,10.4
502,Ty Montgomery II,RB,FA,10.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,10.3,10.3
503,Chris Manhertz,TE,DEN,-,-,-,1,3.5,0,0,0.9,1.7,-,-,-,0,3.1,-,-,-,,1.3,10.2
503,Laquon Treadwell,WR,BAL,-,-,-,-,-,-,-,-,-,BYE,-,-,1.1,-,-,5.6,3.5,,3.4,10.2
503,Snoop Conner,RB,DAL,-,-,-,-,-,-,-,-,BYE,-,-,1.1,0.6,-,0.3,0.5,7.7,,2,10.2
506,Ronnie Rivers,RB,LAR,-,-,-,-,-,2.4,BYE,7.6,-,-,-,-,-,-,-,-,-,,5,10
506,Caleb Shudak,K,FA,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,,10,10
506,Tristan Vizcaino,K,FA,-,-,-,-,-,-,-,-,-,10,-,-,0,-,-,0,-,,3.3,10
509,Andre Baccellia,WR,ARI,-,3.2,3.3,-,-,-,-,-,-,-,-,1.7,BYE,-,-,-,1.7,,2.5,9.9
510,Tyler Kroft,TE,MIA,1.9,-,-,-,-,-,-,1.6,-,-,BYE,-,2.4,0,3.8,0,-,,1.6,9.7
511,Cole Beasley,WR,FA,-,-,4.2,1.5,-,-,-,-,-,-,-,-,-,-,1.9,1.9,0,,1.9,9.5
512,Kevin White,WR,FA,-,-,-,-,-,0,7.4,0,2,0,-,0,-,-,-,-,-,,1.6,9.4
512,Myles Gaskin,RB,MIN,-,-,-,-,6.3,-,BYE,-,-,-,-,3.1,-,-,-,-,-,,4.7,9.4
514,Kenny Golladay,WR,FA,4.2,-,0,0,-,-,-,-,-,0,4.9,-,-,-,-,-,-,,1.8,9.1
515,Chris Streveler,QB,FA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,,9,9
516,Mike Strachan,WR,CAR,5.6,3.3,-,0,-,0,-,-,-,-,-,-,BYE,-,0,-,0,,1.5,8.9
517,Blake Bell,TE,KC,-,-,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,8.7,,8.7,8.7
518,Chris Conley,WR,SF,0,-,-,-,-,-,-,-,0,-,-,-,-,3.7,4.9,-,-,,2.2,8.6
519,Cody Hollister,WR,FA,3.2,-,-,-,0,-,5.2,0,0,-,-,0,-,-,-,-,-,,1.4,8.4
519,Isaiah Spiller,RB,LAC,-,-,-,-,-,-,-0.5,BYE,2.9,0.3,4.2,1.5,-,-,-,-,-,,1.7,8.4
519,Jalen Guyton,WR,LAC,0,-,8.4,-,-,-,-,BYE,-,-,-,-,-,-,-,-,-,,4.2,8.4
522,Nick Mullens,QB,MIN,-,-,-,-,-,-,BYE,-,-0.1,-,2.2,-,-,-,-,-,6.3,,2.8,8.3
522,Julius Chestnut,RB,TEN,-,-,-,-,-,BYE,-,-,-,-,-,-,1.3,2.8,0,0,4.2,,1.7,8.3
524,Corey Clement,RB,FA,-,-,-,-,-,-,-,-,-,-,0,1.8,-,3.1,-,-,3.2,,2,8.1
525,Trayveon Williams,RB,CIN,-,-,-,-,-,-,-,0,-,BYE,0.7,5.2,0.3,1.8,0,0,0,,1,8
526,Mike Thomas,WR,FA,3.5,-,-,-,4.3,-,-,0,0,-,0,-,-,-,-,-,-,,1.6,7.8
527,Tyler Mabry,TE,SEA,-,-,-,-,-,-,-,-,-,-,BYE,-,-,-,-,-,7.7,,7.7,7.7
528,Nick Vannett,TE,LAC,-,-,1.5,-,-,-,-,1.8,-,-,-,-,0,1.9,2.5,0,-,,1.3,7.7
529,Kene Nwangwu,RB,MIN,0,0,0,0,0,0,BYE,0,0,0,1.6,6,-,-,0,-,0,,0.6,7.6
530,Spencer Brown,RB,CAR,-,-,-,-,-,-,-,2.7,4.6,-,-,-,BYE,-,-,-,-,,3.7,7.3
531,Tyrion Davis-Price,RB,SF,-,3.3,-,-,-,-,0.4,-,BYE,-,-,-,-,-,-,3,0.5,,1.8,7.2
532,Nick Sciba,K,FA,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,,7,7
533,Ryan Griffin,TE,FA,0,2.8,-,-,1.1,0,1.5,-,-,0,0,-,-,-,0,1.2,0,,0.7,6.6
533,Tyler Davis,TE,GB,1.3,0,4.6,0,0.7,-,0,-,-,-,-,0,-,BYE,0,0,0,,0.7,6.6
533,Trevon Wesco,TE,TEN,-,-,-,3.3,-,BYE,-,0,2,0,-,1.3,-,-,-,-,0,,1.1,6.6
533,Stephen Sullivan,TE,CAR,-,2.3,-,0,-,0,-,4.3,-,-,-,-,BYE,0,0,0,0,,0.8,6.6
533,Zamir White,RB,LV,-,0.2,-,2.4,-0.7,BYE,0.2,-,-0.1,-0.1,-,2.8,0.6,0.9,0.4,-,-,,0.7,6.6
538,Michael Woods II,WR,CLE,-,-,-,-,-,2.5,-,1.6,BYE,0,-,-,0,-,0.9,1.5,0,,0.9,6.5
539,Trestan Ebner,RB,FA,0,0,2.3,2.8,-,-,0.8,-0.5,-,-,0.8,-,0,-,0,-,0,,0.6,6.2
540,Anthony McFarland Jr.,RB,PIT,-,-,-,-,-,-,-,-,BYE,-,-,6.1,-,-,-,-,-,,6.1,6.1
