#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
169,Jameis Winston,QB,NO,29.6,10.3,13.5,13,26.8,BYE,16.9,10.2,-,-,-,-,-,-,-,-,-,,17.2,120.4
169,Jared Cook,TE,FA,10.6,5.8,4.7,19,3.9,12.5,-,4.5,10.8,2,5.8,10.5,5.9,8.8,6.2,9.4,-,,8,120.4
171,Green Bay Packers,DST,GB,-4,6,7,7,7,7,14,8,5,17,1,13,BYE,13,0,13,6,,7.5,120
172,Gabe Davis,WR,BUF,12,-,3.3,0,2.6,4.5,BYE,12.9,0,13.5,4.7,6.7,11,15.3,25.5,-,7,,8.5,119
172,Arizona Cardinals,DST,ARI,16,1,21,5,8,12,11,1,12,3,8,BYE,11,2,3,2,3,,7.4,119
174,Cedrick Wilson Jr.,WR,MIA,5.4,4.5,9.7,11,6,8.2,-,18.8,4.8,-,7.6,17.4,-,3.8,-,3,18.7,,9.1,118.9
175,Allen Lazard,WR,NYJ,3.6,-,5.2,5.3,2.6,11.7,17,-,9,1.6,-,3.3,-,20.9,4.8,13.8,19.2,,9.1,118
175,Denver Broncos,DST,DEN,8,9,19,3,3,1,4,17,7,4,BYE,17,4,10,4,9,-1,,7.4,118
177,Miles Sanders,RB,CAR,17.3,6.9,8.5,7.7,10.1,8.6,3.7,-,-,-,7.4,7.4,17.2,-,16.6,5.8,-,,9.8,117.2
178,Ty Johnson,RB,BUF,3.6,5,3.3,3.3,11.4,-,13.1,19.6,12.1,8.8,2.3,4.2,3.5,9.7,-,-,17.2,,8.4,117.1
179,Taysom Hill,TE,NO,0.2,1.6,9.2,18.8,2.1,BYE,-,-,1.7,5.2,-,-,24.7,26.3,9.5,-,17.4,,10.6,116.6
180,Clyde Edwards-Helaire,RB,KC,10.2,2.6,16.9,18.3,3.4,-,-,-,-,-,15.6,BYE,11.2,19.2,9,10.1,-,,11.7,116.5
181,Byron Pringle,WR,WAS,1.6,14.3,3.2,4.3,7.1,8.5,12.3,2.2,BYE,14.6,4.7,-,2.4,3.8,5.2,25.5,6.5,,7.7,116.2
182,Laviska Shenault Jr.,WR,CAR,12.9,1.7,8.8,17,6.8,11.4,-,4.1,6,5.1,8,8.3,6.1,7.4,8.9,-,3.3,,7.7,115.8
183,Gerald Everett,TE,LAC,10,1.3,10.4,-,-,6,5.3,1.2,-,14.3,6.7,14.7,0.7,10.8,10,16.8,6.6,,8.2,114.8
184,Los Angeles Rams,DST,LAR,8,8,3,-1,7,16,7,7,5,1,BYE,2,10,8,9,11,13,,7.1,114
184,Philadelphia Eagles,DST,PHI,10,1,8,-1,12,1,1,21,0,15,11,5,5,BYE,3,16,6,,7.1,114
184,Younghoe Koo,K,ATL,6,5,6,6,11,BYE,12,10,9,3,0,3,5,12,8,11,7,,7.1,114
187,Jamaal Williams,RB,NO,25,6.7,14.7,6.6,8.5,1.9,5.7,-,-,-,1.1,13.3,9,-,-,7.7,13.4,,9.5,113.6
188,Jarvis Landry,WR,FA,19.4,1.9,-,-,-,-,8.7,10,4.1,6.6,14.2,15.1,-,15.1,-,9.5,8.9,,10.3,113.5
189,Cole Kmet,TE,CHI,9.2,1,2.1,1.6,4.2,8.9,9.3,5.4,14.7,BYE,2.2,14.5,7.1,4.7,13.1,8.9,5.5,,7,112.4
190,Kalif Raymond,WR,DET,8.9,3.8,12.8,19.6,0,9.7,17.6,0,BYE,6.9,0,4.6,5.3,13.1,4,4.7,-,,7.4,111
191,Rhamondre Stevenson,RB,NE,0.1,-,-,-,2.3,15.2,-,4.1,12.6,27.4,8.5,4.6,7.8,BYE,5,-,22.7,,10,110.3
192,Kareem Hunt,RB,CLE,17.1,6.3,27.5,16.6,25.9,10.8,-,-,-,-,-,2,BYE,3.8,-,-,-,,13.8,110
193,Rondale Moore,WR,ARI,10.8,24.4,2.4,6.7,14.7,5.6,3.7,3.5,7.5,3.1,16.1,BYE,2,4.6,4,-,-,,7.8,109.1
194,San Francisco 49ers,DST,SF,10,8,0,2,5,BYE,4,6,1,16,11,5,9,9,9,5,9,,6.8,109
195,Nyheim Hines,RB,BUF,14.2,3.2,18.9,1.1,1.8,3.2,2.2,6.4,20.8,4.9,3.1,3.9,8.6,-,7.8,2.8,5.8,,6.8,108.7
196,Mark Ingram II,RB,FA,14.5,5,3,2.4,4.1,10.1,5.7,7.2,11.4,20.8,15.3,-,3.6,-,3.8,1.7,-,,7.8,108.6
197,Jamison Crowder,WR,WAS,-,-,-,19.1,8.4,-,7.4,16.4,8.8,5,16.4,1.5,10.2,4.9,9,-,-,,9.7,107.1
198,Deonte Harty,WR,BUF,15.2,2,6.1,10.2,14.2,-,BYE,8.7,11.2,10,3.1,1.9,19.9,-,-,-,4.3,,8.9,106.8
199,Minnesota Vikings,DST,MIN,5,12,3,4,9,10,BYE,8,12,5,1,9,6,6,15,5,-4,,6.6,106
200,Corey Davis,WR,FA,26.7,2.8,9.1,21.1,8.5,-,14.7,-,-,12.3,6.5,-,3.5,-,-,-,-,,11.7,105.2
201,Jason Sanders,K,MIA,6,0,11,5,5,8,4,5,6,10,6,10,10,BYE,7,9,3,,6.6,105
202,Kenneth Gainwell,RB,PHI,12.3,7.2,6.4,20.9,3.4,1.1,14.1,2.7,6.3,2.4,-,6.2,19.7,BYE,0,1.6,0.4,,7,104.7
203,David Njoku,TE,CLE,10.6,3.8,-,3.7,27.9,1.6,3.8,6.9,8.8,2.1,4.1,12.5,BYE,-,5.9,0,12.8,,7.5,104.5
204,Cairo Santos,K,CHI,2,8,7,6,10,2,3,11,9,BYE,1,11,2,14,3,5,10,,6.5,104
205,Brandon Bolden,RB,LV,0.5,-,5.2,11.1,7.1,1.2,19.9,2.6,10.1,10,3.6,9.4,6.5,-,7.4,4.4,4.5,,6.9,103.5
206,Donovan Peoples-Jones,WR,DET,1.4,0.4,5.9,0,12,26.1,-,-,16.6,2.6,-,3,-,14,8.8,1.5,10.6,,7.9,102.9
207,Kenyan Drake,RB,FA,12,10.5,8.7,0.2,1.1,21.3,16.9,-,16,5.1,3.9,5,1.8,-,-,-,-,,8.5,102.5
208,Chicago Bears,DST,CHI,0,20,5,9,9,3,-2,-1,11,BYE,9,4,0,5,7,2,21,,6.4,102
208,Robbie Gould,K,FA,14,6,4,-,-,-,-,-,5,9,14,11,7,8,7,6,11,,8.5,102
210,Zack Moss,RB,IND,-,15.4,18.1,12.1,12.2,5.9,-,11.8,4.4,8.7,0.5,-,5.3,BYE,-,3.5,3.9,,8.5,101.8
211,Evan Engram,TE,JAC,-,-,2.1,7.4,9.5,5.4,10.4,10.5,12.8,-,3.2,6.7,10.1,1.8,7.3,11.7,2.2,,7.2,101.1
212,DeVante Parker,WR,NE,12.1,9.2,8.2,17.7,-,-,-,16.5,-,-,-,-,11.2,BYE,16.8,0,8.6,,11.1,100.3
213,Nelson Agholor,WR,BAL,18.2,5.1,3.7,8.9,6.2,3.8,13.1,9,0,4.1,15,5,0.6,-,7.4,-,-,,7.2,100.1
214,Rashod Bateman,WR,BAL,-,-,-,-,-,6.9,11,BYE,10.2,14,5.9,7.1,0,17.3,1.5,12.6,12.8,,9,99.3
215,Bryan Edwards,WR,FA,12.1,7,11.9,1.4,4.2,8.7,13.3,-,0,17.8,0,2.2,6,4.4,9.8,-,0,,6.6,98.8
216,Boston Scott,RB,PHI,0,-,2.5,-,-,-,9.9,18,4,12.5,3.8,13.2,0,BYE,-,10.1,24.6,,9,98.6
217,Zay Jones,WR,JAC,12.6,-,2.5,1.5,1.6,-,5.3,-,3,3.2,3,11.3,5.1,5.5,12.7,11,19.9,,7,98.2
218,Michael Badgley,K,DET,1,-,-,-,-,8,7,7,9,11,11,8,7,-,10,9,10,,8.2,98
218,Zane Gonzalez,K,FA,-,9,6,4,14,9,4,17,7,17,3,5,-,3,-,-,-,,8.2,98
218,Pittsburgh Steelers,DST,PIT,14,2,2,5,5,8,BYE,10,7,5,2,0,10,0,16,-2,14,,6.1,98
221,Cincinnati Bengals,DST,CIN,5,6,12,1,4,7,6,7,-2,BYE,10,19,6,5,9,3,-1,,6.1,97
222,Rashaad Penny,RB,PHI,0.8,-,-,-,-,-,0.9,0.7,-,-,1.9,-,7.2,26.8,6.4,19.5,32.5,,10.7,96.7
223,Quez Watkins,WR,PHI,5.3,13.7,6.6,6.3,7.8,9.4,5.7,3.8,2.9,7.3,0,4.6,9,BYE,3.4,7.3,3.5,,6,96.6
224,Cleveland Browns,DST,CLE,1,5,16,8,0,-2,5,3,18,-2,8,11,BYE,14,7,0,4,,6,96
224,Jason Myers,K,SEA,4,6,7,4,5,10,6,7,BYE,0,7,1,4,7,4,6,18,,6,96
226,Rex Burkhead,RB,FA,1.6,-,1.5,-0.1,-,0,0,13.8,0.9,-,4,8.4,5.5,10.6,5.7,28.9,13.9,,6.8,94.7
227,Randall Cobb,WR,NYJ,4.3,5.6,0,23.9,5,BYE,5.2,16.5,8,5.1,2.5,17.5,-,-,-,-,-,,8.5,93.6
228,Zach Pascal,WR,ARI,20.3,14.8,5.1,8.4,7.8,0,4.4,9.3,9.8,2.9,0.9,1.2,2.8,-,3.3,-,1.8,,6.2,92.8
229,Austin Hooper,TE,LV,5.7,9,9.9,2.1,2,1.4,6.2,6.6,3.4,12.5,9.3,0,-,14,-,5.6,4.8,,6.2,92.5
230,Carolina Panthers,DST,CAR,9,12,8,-4,8,9,2,11,7,12,5,4,BYE,2,5,-1,3,,5.8,92
231,Michael Gallup,WR,DAL,7.6,-,-,-,-,-,BYE,-,-,7.2,9.4,15.6,14.6,11,6.2,7.3,12.6,,10.2,91.5
232,Cam Newton,QB,FA,-,-,-,-,-,-,-,-,-,11.7,26.2,8.2,-,14.8,24.3,5.6,0.5,,13.1,91.4
233,Chase McLaughlin,K,TB,3,7,19,9,10,2,7,4,11,1,1,5,-,7,2,-,2,,6,90
234,Nick Westbrook-Ikhine,WR,TEN,2,1.6,13.3,5.9,-,5.7,-,9.6,2.4,2,17.7,10.5,BYE,6.1,7.2,5.8,0,,6.4,89.8
235,Joey Slye,K,WAS,14,3,5,-,5,-,8,16,BYE,12,9,3,-,-,-,2,12,,8.1,89
236,Seattle Seahawks,DST,SEA,6,4,0,6,3,3,8,13,BYE,4,2,8,9,6,7,4,5,,5.5,88
237,Houston Texans,DST,HOU,7,5,3,-1,5,1,7,-3,15,BYE,16,6,2,-1,10,12,3,,5.4,87
237,Marquez Valdes-Scantling,WR,KC,4.7,0,14.9,-,-,-,-,-,3.9,5.1,22.3,9,-,5,20.8,-,1.3,,8.7,87
239,Tyrod Taylor,QB,NYG,23.6,16.5,-,-,-,-,-,-,8.9,BYE,19.1,16.3,2.3,-,-,-,-,,14.5,86.7
240,Jalen Guyton,WR,LAC,7.9,4.2,0.3,3.9,5.5,2.5,BYE,2.8,2.9,0,3,4.3,18.9,17.7,9,-,3.1,,5.7,86
241,DeAndre Carter,WR,LV,0,0.2,0,9.4,11.3,0,4.1,14.1,-,15,9.9,8.6,1.6,3.2,4.4,3,0.6,,5.3,85.4
242,D'Onta Foreman,RB,CHI,-,-,-,-,-,-,-,-,2.9,9.8,5,10.2,-,14.2,15.5,7.7,19.2,,10.6,84.5
242,Henry Ruggs III,WR,FA,6.6,22.5,12.5,9,8.1,18.7,7.1,-,-,-,-,-,-,-,-,-,-,,12.1,84.5
244,Justin Jackson,RB,FA,1.7,3.9,0,5.3,-,1.7,-,7.9,-,-,0.2,0,4.1,5.2,10.9,34.2,9.1,,6.5,84.2
245,Kenny Golladay,WR,FA,10.4,6.8,10.4,17.6,0,-,-,-,4.8,-,2.2,8,6.7,3.5,8.3,5.2,0,,6.5,83.9
246,D'Ernest Johnson,RB,JAC,-,-,0.9,0,-,1.9,24.8,9.9,1.6,22.7,2.6,-,-,3.9,5.5,7.6,2.4,,7,83.8
247,Samaje Perine,RB,DEN,3.9,0,1.7,3.2,18.3,-,14.5,3.6,5.7,-,5.1,2.5,6.1,7.3,6.3,2.6,2.4,,5.5,83.2
248,Latavius Murray,RB,BUF,8.8,9.6,2.8,11.9,5,13.6,BYE,-,-,-,5.3,1.4,5.5,6.1,6.1,3.4,3.1,,6.4,82.6
249,Trevor Siemian,QB,NYJ,-,-,-,-,-,BYE,-,10.6,16,19.9,26.2,9.8,-,-,-,-,-,,16.5,82.4
250,Kadarius Toney,WR,KC,1.8,-,3.6,13.9,29.6,6.6,-,7.4,1.7,-,11,BYE,-,-,-,6.8,-,,9.2,82.4
251,Olamide Zaccheaus,WR,PHI,-,4.2,12.2,2.5,4,-,2.3,2.2,20.8,4.2,5.3,1.5,7.6,BYE,7.3,5.2,2.8,,5.9,82.1
252,New York Giants,DST,NYG,4,2,6,2,2,2,17,7,14,BYE,2,13,3,-2,5,0,5,,5.1,82
253,Baltimore Ravens,DST,BAL,4,3,3,11,6,11,-1,BYE,-1,5,9,11,2,3,2,-1,14,,5.1,81
254,Allen Robinson II,WR,PIT,9.5,10.4,4.7,9.3,7.2,9.3,3.6,5.1,10.8,-,-,-,-,3.4,-,-,7.5,,7.3,80.8
255,Jerry Jeudy,WR,DEN,13.2,-,-,-,-,-,-,7.9,12.9,11.1,BYE,4.5,11.7,9.7,0,9,-,,8.9,80
256,Ronald Jones II,RB,FA,-0.6,4.6,1.1,8.5,4.6,3.9,4.3,2.9,-,-,9.3,9.7,1.2,0.8,9.1,16.1,3.7,,5.3,79.2
257,Los Angeles Chargers,DST,LAC,4,5,10,7,-3,6,BYE,3,1,4,-1,3,20,6,4,-3,13,,4.9,79
258,Josh Reynolds,WR,DET,-,0,-,11.9,1.8,-,5.3,-,BYE,-,0,16,10.9,8.2,18.8,5.6,-,,7.9,78.5
259,Joshua Palmer,WR,LAC,2.7,4.1,-,-,3.2,1.8,BYE,9.4,4.2,5.2,3.3,4.5,0,17.6,2.5,15.3,4.6,,5.6,78.4
260,Foster Moreau,TE,NO,-,11.4,1.8,-,0,2.1,18,-,0,0,8.9,1.3,4.4,4.3,13.5,10.7,1.9,,5.6,78.3
261,Adam Humphries,WR,FA,3,11.4,1.7,2.9,10.3,0.6,6.6,5.5,-,1.5,5,3.4,7.8,7.4,5.3,2.4,3.2,,4.9,78
262,Tyler Huntley,QB,BAL,-,-,-,-,-,1,1.6,BYE,-,-,11.8,-,-,15.3,35.9,-,12.3,,13,77.8
262,Khalil Herbert,RB,CHI,0,-,0,0.7,7.5,19.2,18.3,8.8,1.3,BYE,0,0.9,3.7,0.3,6.4,9.8,0.9,,5.2,77.8
264,Sterling Shepard,WR,NYG,24.3,17.5,3.6,-,-,17.6,-,6.5,-,BYE,-,-,-,4.7,3.5,-,-,,11.1,77.7
265,Jack Doyle,TE,FA,5.1,13.4,2,3.4,1.4,0,0,9.2,7.1,6.1,6,20.1,2.3,-,1,-,-,,5.5,77.1
266,Freddie Swain,WR,MIA,0.5,21,3.1,11,1.9,1.6,8.7,0,-,0,0,10.2,4.8,0.3,3.5,1.9,8.5,,4.8,77
266,Devin Duvernay,WR,BAL,1.6,0,10.2,6.1,8.5,4.6,1.9,BYE,8.8,8.7,7.7,2.5,4.1,3.7,4.3,-,4.3,,5.1,77
268,Jacoby Brissett,QB,WAS,0.4,6.6,20.3,14.8,16,1,-,-,10.5,6.6,-,-,-,-,0.2,0,0,,6.9,76.3
269,Albert Okwuegbunam,TE,PHI,8.6,6.4,1.6,2.1,-,-,-,6.4,6.5,10.7,-,2.2,5.1,15.1,8.8,0,2.5,,5.8,76
269,Jamal Agnew,WR,JAC,0,6,0,4.8,10.9,12.8,BYE,15.8,6.8,13.9,5,-,-,-,-,0,0,,6.3,76
271,Dan Arnold,TE,FA,2.6,8.5,4.3,4.9,10.4,4.7,-,14.8,10,13.7,0,1.9,-,-,-,-,-,,6.9,75.8
271,DeSean Jackson,WR,FA,4.1,-,21,1.6,7.8,1.6,0,-,-,2.8,0.4,19.2,2.4,2.9,2.1,8.4,1.5,,5.4,75.8
273,Andy Dalton,QB,CAR,6.5,8.7,-,-,0.3,-,-,-,-,-,16,16.8,15.8,-,-,-,11.3,,10.8,75.5
274,Cameron Brate,TE,FA,-,1.8,7.5,4.9,2.2,5.6,0,3.5,-,7.6,4.7,5.3,7.3,3.1,4.2,9.1,8.5,,5,75.3
275,Mo Alie-Cox,TE,IND,0,2.8,3.4,19.2,8,9.8,11.5,0,3.8,1.6,0,1.8,1,BYE,0,6.2,5.8,,4.7,74.9
276,David Johnson,RB,FA,11.8,6.7,1.1,7.8,10.1,1.1,10.2,1.3,7,-,6.4,7.5,-,-,3.7,-,-,,6.2,74.7
277,Nico Collins,WR,HOU,1.7,4.2,-,-,-,8.4,4.8,9.5,5.5,BYE,1.9,4.8,0,11.9,3.4,12.3,5.5,,5.7,73.9
278,Kyle Juszczyk,RB,SF,1.7,3.7,15.1,8.1,6.5,BYE,-,2.1,3.4,1.6,1.7,5.7,4.1,1.5,8.2,7.5,2.9,,4.9,73.8
279,Jeremy McNichols,RB,FA,6.3,5.9,8.6,16.5,5.5,-,2,6.3,6.5,1.8,-,-,-,1.6,8.1,3.1,1.4,,5.7,73.6
280,Jalen Reagor,WR,NE,16.9,2.5,10.3,3.1,5.4,0,10.5,3.1,0.4,1.4,0.9,5.1,1.7,BYE,8.7,3.5,-0.3,,4.6,73.2
281,Matthew Wright,K,CAR,-,-,-,3,1,16,-,1,11,5,4,6,1,0,10,11,4,,5.6,73
281,Washington Commanders,DST,WAS,5,3,-4,6,5,8,7,7,BYE,5,1,5,3,14,7,-1,2,,4.6,73
283,Ameer Abdullah,RB,LV,3.9,0,2.4,1.2,0.2,0,0,9.6,7,9.1,0.6,4.4,-,5.3,15.5,3.9,9.2,,4.5,72.3
284,Calvin Ridley,WR,JAC,10.1,19.3,14.1,15,-,-,12.6,-,-,-,-,-,-,-,-,-,-,,14.2,71.1
285,Laquon Treadwell,WR,BAL,-,0,-,-,-,0,-,BYE,0,2.8,2.1,9.3,10.2,10.8,11.7,9.4,14.7,,6.5,71
286,Sammy Watkins,WR,FA,13.6,8.4,10.8,8.9,5.5,-,-,-,-,-0.3,7.8,1.8,13.9,0,-,-,-,,7,70.4
287,Tre'Quan Smith,WR,DEN,-,-,-,-,-,-,2.1,12.3,8.3,14.4,11.4,7.1,3.5,6.3,3.7,-,-,,7.7,69.1
287,Ricky Seals-Jones,TE,FA,-,8.9,-,3.9,9.1,15.8,11.1,3.2,-,6,-,-,-,1.8,6.9,0.6,1.8,,6.3,69.1
289,Geoff Swaim,TE,ARI,0,3,5.7,0,0,1.8,1.8,12.3,12.9,6.6,-,1.8,-,7.5,1.5,4,9.9,,4.6,68.8
289,Alex Collins,RB,FA,-,2.5,0.8,15.8,9.2,16.8,5.4,4.4,-,5.9,3.6,1.7,-,2.7,-,-,-,,6.3,68.8
291,T.Y. Hilton,WR,FA,-,-,-,-,-,12,-,3.6,-,1.5,4.6,12.8,4.2,-,2.9,15.1,11.5,,7.6,68.2
292,Trey Lance,QB,DAL,4.4,-,6.1,20.4,15.6,-,BYE,-,-,-,0.4,-,-,-,-,-,20.1,,11.2,66.9
292,Jonnu Smith,TE,ATL,9.8,6.8,1.4,10.4,5.2,1.9,7.7,3.3,1.8,-,2.7,8.8,2.1,-,1.5,0,3.5,,4.5,66.9
294,Dontrell Hilliard,RB,FA,-,-,-,-,-,-,-,0,-,-,16.2,18.3,-,1.3,9.9,3.4,16.8,,9.4,65.9
295,James Washington,WR,FA,3,0,5,10.9,-,1.9,-,1.4,6.5,9.5,3.2,1.3,0,16.5,6.6,0,0,,4.4,65.8
296,Ryan Griffin,TE,FA,5.2,3,1.5,1.8,1.4,-,2.5,1.7,12.8,3.1,6.9,5,9.5,4.8,5.9,-,-,,4.7,65.1
297,Atlanta Falcons,DST,ATL,0,1,5,0,5,BYE,6,3,3,-2,6,6,7,13,1,3,8,,4.1,65
298,Tyler Johnson,WR,LAR,0,1.5,9.3,0,7.2,-,3.6,11.5,-,4.7,1.8,1.9,1.5,4.7,8.1,0,9,,4.3,64.8
298,Durham Smythe,TE,MIA,1.9,0,0,2.6,4.3,10.9,6.7,-,4.7,3.3,7.7,8.5,0,BYE,1.4,6.1,6.7,,4.3,64.8
300,Chris Conley,WR,SF,4.7,2.3,0,0,15.4,2,-,3.4,5.8,-,7.7,-,0,4,3.2,15,1.1,,4.6,64.6
301,Keelan Cole Sr.,WR,LV,-,-,5,12.2,5.8,-,1.6,5.5,11.6,2.8,0,4.4,-,3.7,1.9,4.5,5.5,,5,64.5
301,Demarcus Robinson,WR,LAR,1.9,13.6,3.7,-,1.8,13.6,1.7,2.8,1.2,5.3,0,-,4.1,-,0,3.5,11.3,,4.6,64.5
303,Julio Jones,WR,PHI,5.9,18.8,7.7,-,-,8.9,5.8,-,7.5,-,-,-,-,7.3,0,1.7,-,,7.1,63.6
304,Ka'imi Fairbairn,K,HOU,-,-,-,0,4,3,5,2,10,BYE,11,2,0,9,16,-,1,,5.3,63
305,Chester Rogers,WR,FA,10.2,4.2,7.6,11.3,4.5,1.7,-,0,0,1.9,6.1,1.2,-,2.3,7,1.3,3.3,,4.2,62.6
306,Jordan Howard,RB,FA,-,-,-,-,-,-,-,17.7,13.1,8.3,6.3,-,-,-,6.9,7.6,2.6,,8.9,62.5
307,Harrison Bryant,TE,CLE,2.7,8.9,0,1.3,0,-,2.5,5.3,4.6,3.8,0,8,BYE,-,9.1,7.1,7.1,,4.3,60.4
308,Mack Hollins,WR,ATL,0,0,0,-,2,10.1,9.3,0,11.2,0,15.2,0,7.5,-,0,5,0,,4,60.3
309,DeeJay Dallas,RB,SEA,2,0,0,0,5.9,10,0,0.6,BYE,0,9.7,8.1,0,1.6,14.2,7.8,0.1,,3.8,60
310,Hayden Hurst,TE,CAR,6.8,1.6,0,6.9,12,-,6.5,2.4,3.6,-,-,-,BYE,7.3,2.6,10.1,-,,5.4,59.8
311,Giovani Bernard,RB,FA,3.2,3.6,20.1,-,11.5,2.4,2.5,10.7,-,1.8,1.3,-,2,-,-,-,-,,5.9,59.1
312,Las Vegas Raiders,DST,LV,7,5,4,1,3,13,6,BYE,6,-2,4,0,4,-1,1,6,2,,3.7,59
313,Donald Parham Jr.,TE,LAC,0,0,2.9,9.7,12.9,3,BYE,0,12.9,2.7,7.8,1.5,2.3,3.3,0,-,-,,4.2,59
314,Ray-Ray McCloud III,WR,SF,0,0,6.3,1.2,1.1,3.8,-,1,0.2,15.3,3.7,-,1.7,9.2,1,6.5,7.5,,3.9,58.5
315,Travis Homer,RB,CHI,0,3.4,7.8,0.5,2.8,6.4,1.4,8.2,-,5.5,0.4,-,19,-,-,0,2.7,,4.5,58.1
316,New York Jets,DST,NYJ,4,3,4,7,4,BYE,-3,4,-3,2,2,8,1,2,12,9,2,,3.6,58
317,Darius Slayton,WR,NYG,9.5,14.4,1.8,-,-,-,11.3,0,0,BYE,5.7,5.7,3.3,0,4.3,1.7,-,,4.8,57.7
318,Rashard Higgins,WR,FA,-,4.7,4.4,10.3,11.9,0,0.8,4.7,-,0,2.7,-,-,-,5.4,10.8,1.8,,4.8,57.5
319,Anthony Firkser,TE,DET,4.9,-,-,5.3,6.3,2.1,1.9,1.8,1.7,1.2,7.6,1.7,-,7.4,1.9,2.3,11.4,,4.1,57.5
320,Brevin Jordan,TE,HOU,-,-,-,-,-,-,-,13.1,2.9,BYE,1.7,11.3,2.7,12.6,-,9.6,1.9,,7,55.8
321,Geno Smith,QB,SEA,-,-,-,-,10.5,10.3,11.9,22.6,BYE,-,-,-,-,-,-,-,-,,13.8,55.3
322,Damiere Byrd,WR,HOU,4.9,-,-,-,-,0,2,-,-,BYE,1.3,8.2,6.6,15.6,9.2,4.1,3.3,,5.5,55.2
323,Matt Ammendola,K,FA,0,6,0,9,7,-,1,8,6,6,5,7,-,-,-,-,-,,5,55
324,Jauan Jennings,WR,SF,-,9.7,-,2.4,-,BYE,0,0,-,1.3,1.4,10.4,1.8,7.6,11.8,3.9,4.5,,4.6,54.8
325,Adam Trautman,TE,DEN,4.8,-,0,1.3,6.3,-,4.6,2.4,8.7,8.2,16.8,-,-,-,1.4,-,-,,5.5,54.5
326,Antoine Wesley,WR,FA,-,-,-,-,-,-,-,1.7,9.2,0,8.4,-,-,-,4.9,10.9,19,,7.7,54.1
327,Kyle Rudolph,TE,FA,2.8,4.5,-,4.4,2.4,3.8,2.8,9.2,6,-,3.8,-,3.8,8.6,1.9,0,0,,3.9,54
328,Marquise Goodwin,WR,CLE,8.3,2,0,0.1,1.8,2.2,3.6,5.2,6,-,20.4,0,BYE,-,-,4.3,0,,4.1,53.9
329,Logan Thomas,TE,WAS,12,9.5,12.2,-,-,-,-,-,BYE,-,-,6.1,13.8,-,-,-,-,,10.7,53.6
330,Derrick Gore,RB,WAS,-,-,-,-,-,-,1.7,10.8,2.9,1.9,-,-,-,16.9,-,13.4,5.5,,7.6,53.1
331,Mike White,QB,MIA,-,-,-,-,-,-,10.1,28.1,7.8,6,-,-,-,BYE,-,-,-,,13,52
332,Jeff Wilson Jr.,RB,MIA,-,-,-,-,-,-,-,-,-,2.8,6.8,1.7,0,5.6,19.9,14.7,0,,6.4,51.5
333,Tavon Austin,WR,FA,-,-,-,1.8,10.4,0,-,1.5,-,0,0.8,10.1,1.9,4.7,2.1,14.9,3.2,,4.3,51.4
334,Tevin Coleman,RB,FA,2.4,2.4,-,5.1,1.1,-,-,-,-,5.3,2.8,9,10.7,-,5,7.1,-,,5.1,50.9
335,Jaret Patterson,RB,LAC,0.9,-,-,2.2,1.3,1.3,BYE,4.6,-,0.7,2.3,0,0.2,4.8,8,3.3,20.8,,3.9,50.4
335,Robert Tonyan,TE,CHI,2.8,14.2,1.6,2.8,1.8,3,16.3,7.9,-,BYE,-,-,-,-,-,-,-,,6.3,50.4
335,James O'Shaughnessy,TE,FA,10.8,3.4,-,-,-,-,-,-,-,-,-,7.9,3.3,6.1,10,8.9,-,,7.2,50.4
338,Will Dissly,TE,SEA,6.7,-,4.9,2.5,4.9,8.8,-,0,BYE,4.2,2.6,3.9,2.7,5.8,1.3,-,1.8,,3.9,50.1
339,Jacksonville Jaguars,DST,JAC,-3,9,8,1,2,3,BYE,2,17,2,1,3,-3,5,2,3,-2,,3.1,50
339,Brett Maher,K,LAR,-,-,-,-,-,-,-,-,-,-,5,0,6,12,10,3,14,,7.1,50
341,Tommy Tremble,TE,CAR,0,-,10.7,0,9.2,2,3.2,4.8,1.6,1.3,5.5,1.4,BYE,4.3,1.8,4.2,-,,3.6,50
342,Peyton Barber,RB,FA,-,3.2,23.2,0,-,-,-,-,-,0,0.3,-,1.2,4,5.6,9.2,3.2,,5,49.9
343,Isaiah McKenzie,WR,IND,-0.3,1.1,0.8,0,0,1.8,-,0,3,9.9,-2,-,-,1.5,2.5,29.4,1.9,,3.5,49.6
344,Quintez Cephus,WR,DET,12.2,16.3,1.8,12.3,6.8,-,-,-,BYE,-,-,-,-,-,-,-,-,,9.9,49.4
345,John Bates,TE,WAS,-,0,0,-,-,1.7,-,1.4,BYE,5.5,5.3,2.5,7.2,2.9,3.9,12.5,6.5,,4.1,49.4
346,Brandon Zylstra,WR,FA,-,13.4,0,8.3,0,6.2,-,-,-,3.8,1.7,3.4,-,8.5,3.7,-,0,,4.5,49
346,Detroit Lions,DST,DET,1,-1,7,3,7,3,0,-4,BYE,7,9,4,5,-3,8,6,-3,,3.1,49
348,Cam Sims,WR,CAR,2.7,-,3.2,0,-,-,-,3,-,3,9.9,0,BYE,15.9,2.3,0,8.8,,4.4,48.8
349,MyCole Pruitt,TE,ATL,-,7.3,1.7,4.4,8.4,0,10.7,4.2,0,7.2,-,2,-,1.5,1.1,0,-,,3.7,48.5
350,Damien Williams,RB,FA,8,2.4,0,15,16.4,-,1.8,-0.3,-,-,-,-,-,2.7,0,2.4,0,,4.4,48.4
